OV,RE,USU
181.6,219.8,377.5
198.3,333.7,377.5
223.7,327.2,377.5
229.5,298.8,377.5
230.4,382.4,377.5
239.1,328.1,377.5
257.5,371.9,377.5
236.1,325.3,377.5
243.4,352.8,377.5
237.9,294.3,377.5
237.3,278.0,377.5
241.8,287.3,377.5
246.1,254.2,377.5
246.3,216.6,377.5
259.6,248.9,377.5
239.9,309.8,377.5
242.6,324.0,377.5
250.7,360.9,377.5
241.4,355.8,377.5
240.3,331.5,377.5
237.9,361.8,377.5
240.4,358.6,377.5
240.1,268.5,377.5
239.5,299.7,377.5
241.1,276.8,377.5
243.6,309.4,377.5
239.4,346.3,377.5
242.3,268.8,377.5
264.4,237.9,377.5
251.7,284.5,377.5
269.3,284.2,377.5
266.8,292.0,377.5
271.4,292.3,377.5
263.9,340.8,377.5
248.8,320.5,377.5
248.7,301.2,377.5
259.1,255.6,377.5
155.5,283.4,377.5
171.3,278.7,377.5
151.6,237.3,377.5
146.9,209.1,377.5
149.6,215.1,377.5
151.4,233.2,377.5
148.3,267.8,377.5
166.7,224.0,377.5
147.6,298.0,377.5
147.6,259.5,377.5
147.3,240.0,377.5
149.8,265.5,377.5
147.9,207.0,377.5
164.4,244.7,377.5
167.5,244.0,377.5
149.3,217.6,377.5
165.7,219.5,377.5
146.2,249.7,377.5
146.7,224.8,377.5
147.8,193.9,377.5
0.0,0.0,377.5
164.8,232.8,377.5
146.0,263.9,377.5
150.0,269.9,377.5
166.3,266.9,377.5
148.0,321.5,377.5
167.0,318.1,377.5
145.1,324.1,377.5
183.2,265.6,377.5
194.4,301.8,377.5
230.9,299.9,377.5
199.3,278.0,377.5
215.1,286.6,377.5
197.0,286.8,377.5
214.3,310.4,377.5
215.7,308.2,377.5
202.9,380.4,377.5
199.6,356.6,377.5
197.0,304.1,377.5
192.4,301.0,377.5
217.2,334.0,377.5
199.1,389.3,377.5
216.3,384.7,377.5
214.8,422.2,377.5
189.8,399.9,377.5
229.4,428.3,377.5
210.1,444.7,377.5
255.2,359.4,377.5
273.9,348.8,377.5
289.2,406.4,377.5
280.7,354.7,377.5
266.8,411.6,377.5
277.5,494.4,377.5
268.0,485.6,377.5
289.0,505.7,377.5
283.0,476.9,377.5
278.9,436.8,377.5
263.8,495.0,377.5
285.6,436.6,377.5
299.8,411.4,377.5
277.8,376.1,377.5
272.3,398.9,377.5
273.8,485.5,377.5
306.8,451.6,377.5
294.6,401.7,377.5
283.6,409.5,377.5
288.0,446.4,377.5
274.3,464.0,377.5
299.7,431.7,377.5
292.3,487.5,377.5
272.7,494.8,377.5
279.0,462.9,377.5
288.6,462.6,377.5
273.9,480.2,377.5
311.6,579.6,377.5
271.9,498.6,377.5
272.1,442.0,377.5
266.7,393.8,377.5
278.9,600.5,377.5
323.0,545.6,377.5
294.2,544.6,377.5
288.7,458.5,377.5
311.5,407.1,377.5
300.7,420.9,377.5
266.3,412.6,377.5
266.8,433.2,377.5
292.0,388.3,377.5
269.0,428.5,377.5
268.1,464.1,377.5
283.4,408.7,377.5
266.3,355.8,377.5
291.9,402.3,377.5
301.3,427.3,377.5
263.9,286.0,377.5
288.3,380.9,377.5
265.8,369.1,377.5
268.2,382.4,377.5
287.4,312.0,377.5
282.9,340.4,377.5
272.9,307.9,377.5
254.9,275.0,377.5
288.1,325.3,377.5
272.4,318.4,377.5
271.1,317.6,377.5
253.7,363.7,377.5
269.3,352.4,377.5
253.6,379.5,377.5
248.9,349.2,377.5
198.8,296.0,377.5
197.4,206.6,377.5
193.8,164.4,377.5
194.0,155.3,377.5
171.7,161.8,389.2
137.8,201.8,389.2
135.0,224.5,389.2
134.5,203.9,389.2
156.0,150.7,389.2
135.6,144.2,389.2
135.5,184.4,389.2
135.4,189.1,389.2
134.3,268.1,389.2
136.2,247.0,389.2
157.3,216.6,389.2
136.7,217.8,389.2
171.8,191.2,389.2
133.1,201.4,389.2
171.7,143.4,389.2
137.7,147.6,389.2
158.8,228.7,389.2
135.1,257.2,389.2
153.9,171.5,389.2
154.2,169.5,389.2
137.9,175.5,389.2
173.1,189.2,389.2
136.6,216.2,389.2
153.4,278.5,389.2
135.3,247.5,389.2
153.3,340.3,389.2
137.3,342.2,389.2
157.9,353.1,389.2
181.0,361.3,389.2
187.6,342.1,389.2
190.6,321.7,389.2
246.9,346.0,389.2
265.8,442.5,389.2
251.3,501.4,389.2
294.4,463.5,389.2
265.5,453.4,389.2
279.9,427.9,389.2
264.1,402.7,389.2
285.4,436.3,389.2
270.0,544.3,389.2
309.2,518.1,389.2
273.1,438.2,389.2
271.5,365.6,389.2
264.7,420.0,389.2
290.1,384.6,389.2
301.7,374.4,389.2
295.3,410.2,389.2
289.4,499.8,389.2
277.9,466.2,389.2
293.5,469.6,389.2
286.7,520.9,389.2
310.2,480.8,389.2
270.2,487.9,389.2
270.6,482.7,389.2
272.7,484.2,389.2
273.7,472.5,389.2
291.8,414.6,389.2
283.1,379.7,389.2
342.9,393.3,389.2
276.6,444.0,389.2
307.9,438.1,389.2
285.5,443.2,389.2
291.3,523.4,389.2
294.9,385.4,389.2
292.7,431.1,389.2
273.7,459.4,389.2
268.7,428.0,389.2
302.0,385.1,389.2
283.3,430.3,389.2
281.5,483.2,389.2
261.2,544.3,389.2
259.7,454.1,389.2
260.7,451.0,389.2
259.5,473.8,389.2
257.2,476.6,389.2
258.0,394.4,389.2
304.5,375.2,389.2
256.6,362.4,389.2
274.4,468.8,389.2
275.2,433.2,389.2
261.0,436.4,389.2
275.8,331.0,389.2
276.7,293.6,389.2
274.3,296.4,389.2
275.8,395.7,389.2
290.0,359.2,389.2
252.7,354.5,389.2
278.5,386.0,389.2
258.8,372.3,389.2
272.1,420.8,389.2
272.8,354.1,389.2
263.2,320.8,389.2
201.3,309.1,389.2
198.2,159.8,389.2
192.8,195.8,389.2
210.9,272.5,389.2
171.3,216.0,389.2
141.8,244.2,389.2
140.4,171.0,389.2
156.9,229.1,389.2
141.7,217.7,389.2
143.3,227.3,389.2
140.7,249.4,389.2
140.6,191.2,389.2
173.2,270.5,389.2
137.9,271.7,389.2
177.0,191.6,389.2
138.7,146.6,389.2
175.2,179.6,389.2
139.6,145.7,389.2
158.2,172.5,389.2
138.6,148.1,389.2
157.7,170.8,389.2
139.9,202.8,389.2
155.6,241.5,389.2
153.2,211.2,389.2
155.7,213.2,389.2
156.1,219.4,389.2
157.1,190.1,389.2
158.6,191.5,389.2
155.9,197.8,389.2
156.4,377.6,389.2
156.9,419.9,389.2
154.8,464.6,389.2
179.8,416.6,389.2
0.0,0.0,389.2
0.0,0.0,389.2
245.7,384.5,389.2
250.3,413.0,389.2
249.2,431.4,389.2
250.9,432.1,389.2
0.0,0.0,389.2
0.0,0.0,389.2
178.6,178.9,389.2
181.5,184.5,389.2
181.6,216.4,389.2
180.7,188.7,389.2
283.9,473.7,389.2
273.6,448.6,389.2
276.5,477.5,389.2
276.4,500.0,389.2
289.4,495.2,389.2
276.9,470.8,389.2
293.9,402.6,389.2
302.1,466.7,389.2
278.0,448.5,389.2
272.6,382.4,389.2
290.3,445.2,389.2
276.0,459.8,389.2
294.1,502.3,389.2
319.8,512.7,389.2
286.8,509.4,389.2
280.2,510.9,389.2
271.7,549.0,389.2
287.5,539.3,389.2
270.2,522.1,389.2
321.9,529.9,389.2
269.7,484.9,389.2
312.4,442.2,389.2
268.8,424.7,389.2
271.6,447.3,389.2
271.2,433.3,389.2
333.4,404.8,389.2
282.5,451.8,389.2
300.5,466.0,389.2
280.7,499.9,389.2
258.4,474.1,389.2
280.0,410.9,389.2
260.4,452.7,389.2
270.7,423.7,389.2
294.8,431.7,389.2
261.5,461.2,389.2
290.3,422.6,389.2
261.8,471.2,389.2
270.5,433.1,389.2
280.0,411.2,389.2
257.0,377.7,389.2
262.8,346.4,389.2
263.8,397.9,389.2
261.1,403.2,389.2
277.1,367.1,389.2
255.3,407.5,389.2
273.9,453.7,389.2
271.0,436.0,389.2
247.3,400.8,389.2
251.8,338.4,389.2
267.8,333.1,389.2
248.3,363.3,389.2
186.5,307.9,389.2
185.4,169.7,389.2
202.7,160.4,389.2
182.9,224.2,389.2
156.6,229.2,389.2
139.5,238.4,389.2
139.4,176.5,389.2
157.8,188.0,389.2
140.2,178.1,389.2
157.1,226.8,389.2
139.2,245.3,389.2
157.5,195.3,389.2
140.3,199.8,389.2
139.4,270.8,389.2
138.6,278.7,389.2
142.6,283.9,389.2
154.4,201.6,389.2
137.5,205.9,389.2
157.3,177.8,389.2
137.8,150.8,389.2
156.8,147.3,389.2
136.9,181.5,389.2
136.5,176.1,389.2
137.0,181.3,389.2
154.4,185.0,389.2
139.6,246.7,389.2
154.9,233.0,389.2
137.3,225.5,389.2
141.6,224.8,389.2
137.5,354.8,389.2
140.7,377.9,389.2
157.4,434.0,389.2
194.0,405.6,389.2
215.4,384.5,389.2
190.8,421.9,389.2
284.2,448.6,389.2
261.7,461.3,389.2
270.6,412.4,389.2
282.4,445.7,389.2
278.1,450.9,389.2
263.9,414.8,389.2
268.9,626.9,389.2
289.9,555.3,389.2
271.0,524.2,389.2
293.2,424.2,389.2
312.8,369.7,389.2
289.5,371.8,389.2
318.7,411.4,389.2
297.0,608.2,389.2
278.4,456.9,389.2
298.9,413.4,389.2
283.3,402.7,389.2
286.9,433.2,389.2
332.8,565.0,389.2
337.9,562.3,389.2
280.5,616.9,389.2
299.4,574.5,389.2
285.4,546.0,389.2
297.3,487.2,389.2
271.6,416.1,389.2
277.8,395.2,389.2
288.2,392.6,389.2
281.0,426.9,389.2
294.1,436.7,389.2
275.5,393.2,389.2
295.0,473.7,389.2
285.3,504.0,389.2
310.0,617.8,389.2
283.7,648.5,389.2
277.8,533.9,389.2
288.2,567.9,389.2
303.3,566.0,389.2
272.9,565.1,389.2
273.6,597.8,389.2
269.3,589.6,389.2
265.6,611.3,389.2
302.0,671.2,389.2
283.1,518.7,389.2
281.9,500.5,389.2
263.9,550.4,389.2
262.3,531.6,389.2
279.6,534.1,389.2
261.2,476.9,389.2
257.5,477.3,389.2
284.3,562.9,389.2
256.9,524.3,389.2
258.4,526.0,389.2
257.0,545.2,389.2
272.4,499.9,389.2
253.9,474.9,389.2
273.3,467.4,389.2
252.0,519.0,389.2
246.1,494.8,389.2
252.1,447.5,389.2
257.1,389.9,389.2
265.2,418.2,389.2
216.0,477.9,389.2
200.7,390.5,389.2
217.1,278.3,389.2
195.8,278.0,389.2
184.7,245.3,389.2
158.6,228.4,389.2
139.6,258.6,389.2
138.7,264.8,389.2
140.1,222.6,389.2
139.6,272.3,389.2
137.4,319.1,389.2
155.7,291.0,389.2
137.8,266.8,389.2
158.1,239.9,389.2
137.4,233.6,389.2
156.8,266.7,389.2
158.5,233.2,389.2
139.2,323.4,389.2
156.3,322.1,389.2
138.2,231.1,389.2
174.7,291.5,389.2
139.3,268.5,389.2
138.4,236.5,389.2
157.3,226.6,389.2
139.5,262.7,389.2
138.7,242.4,389.2
160.7,235.2,389.2
138.6,267.8,389.2
139.4,300.5,389.2
139.7,514.2,389.2
142.1,447.3,389.2
137.7,405.9,389.2
204.4,451.6,389.2
210.2,440.0,389.2
235.9,411.5,389.2
251.5,409.9,389.2
255.7,436.2,389.2
276.9,442.5,389.2
257.3,504.7,389.2
279.5,511.7,389.2
261.5,477.6,389.2
264.8,522.5,389.2
283.1,481.4,389.2
263.9,465.0,389.2
267.6,489.0,389.2
285.7,395.6,389.2
285.0,480.7,389.2
276.9,394.8,389.2
304.5,401.5,389.2
288.2,446.1,389.2
270.5,515.7,389.2
268.1,518.1,389.2
323.1,392.3,389.2
284.4,544.0,389.2
261.0,536.2,389.2
284.3,433.3,389.2
285.6,431.8,389.2
265.6,528.3,389.2
289.1,427.4,389.2
286.5,433.8,389.2
291.2,531.8,389.2
290.0,474.1,389.2
300.5,505.0,389.2
263.4,488.8,389.2
266.5,375.9,389.2
299.2,397.7,389.2
281.6,459.0,389.2
299.3,399.8,389.2
265.7,438.4,389.2
283.4,404.1,389.2
263.2,488.4,389.2
262.6,463.7,389.2
254.5,409.7,389.2
250.0,537.2,389.2
249.3,441.2,389.2
270.3,457.2,389.2
270.3,449.5,389.2
255.8,453.5,389.2
269.1,428.3,389.2
256.0,458.4,389.2
204.3,428.7,389.2
239.4,413.5,389.2
200.4,388.8,389.2
196.9,361.3,389.2
214.7,362.1,389.2
194.6,310.8,389.2
195.8,314.1,389.2
192.7,320.4,389.2
211.6,370.9,389.2
193.5,375.2,389.2
195.2,366.4,389.2
212.1,296.9,389.2
193.0,359.8,389.2
209.2,257.8,389.2
191.7,281.6,389.2
190.2,235.1,389.2
212.4,277.9,389.2
210.5,199.2,389.2
214.7,276.1,389.2
203.2,298.4,389.2
169.1,219.9,389.2
158.4,188.1,389.2
136.9,152.1,389.2
156.7,184.0,389.2
138.8,149.1,389.2
155.9,150.6,389.2
153.7,186.3,389.2
136.0,179.0,389.2
173.8,263.6,389.2
139.3,281.1,389.2
158.5,272.5,389.2
138.3,254.6,389.2
155.0,223.3,389.2
136.9,194.3,389.2
153.0,223.5,389.2
137.2,213.1,389.2
136.2,225.2,389.2
136.2,248.0,389.2
135.0,231.7,389.2
132.4,226.4,389.2
156.0,223.0,389.2
156.8,172.8,389.2
155.7,194.5,389.2
139.5,185.4,389.2
152.6,199.2,389.2
154.1,248.1,389.2
136.5,217.3,389.2
135.3,210.8,389.2
150.8,240.2,389.2
129.5,273.0,389.2
125.3,294.2,389.2
127.4,211.3,389.2
126.4,220.6,389.2
129.6,208.7,389.2
127.7,210.0,389.2
147.6,217.1,389.2
147.7,165.0,389.2
143.9,200.6,389.2
127.4,174.3,389.2
129.0,257.6,389.2
146.7,349.1,389.2
127.0,290.9,389.2
126.5,290.5,389.2
143.4,290.0,389.2
143.4,344.5,389.2
176.1,344.3,389.2
195.1,336.8,389.2
191.5,279.7,389.2
260.1,337.6,389.2
241.9,338.3,389.2
261.3,347.4,389.2
260.7,291.1,389.2
244.3,291.0,389.2
242.5,284.2,389.2
282.9,256.9,389.2
244.4,303.1,389.2
235.4,272.3,389.2
256.9,343.4,389.2
256.9,379.4,389.2
258.4,380.2,389.2
260.9,427.8,389.2
242.0,351.6,389.2
239.3,444.9,389.2
238.1,387.9,389.2
236.3,398.2,389.2
240.9,423.0,389.2
238.4,413.4,389.2
250.5,392.9,389.2
201.0,433.5,389.2
199.6,376.1,389.2
182.2,381.5,389.2
205.2,292.3,389.2
186.5,302.0,389.2
205.2,330.3,389.2
186.6,299.6,389.2
202.3,354.8,389.2
184.3,370.3,389.2
184.5,349.5,389.2
186.0,401.2,389.2
204.7,373.7,389.2
187.1,455.1,389.2
203.2,396.6,389.2
183.9,398.4,389.2
184.8,374.1,389.2
186.9,378.1,389.2
203.2,354.8,389.2
204.7,327.3,389.2
185.8,326.0,389.2
183.7,339.9,389.2
203.1,196.7,389.2
186.3,296.2,389.2
204.3,301.3,389.2
185.6,274.3,389.2
184.2,224.6,389.2
184.7,259.8,389.2
205.7,193.8,389.2
186.3,194.8,389.2
204.5,226.1,389.2
204.6,305.5,389.2
184.9,203.9,389.2
184.7,259.0,389.2
185.8,175.1,389.2
184.1,188.6,389.2
185.2,147.9,389.2
184.5,174.6,389.2
185.6,188.6,389.2
203.0,215.5,389.2
185.1,221.6,389.2
204.2,198.9,389.2
204.2,277.1,389.2
183.9,279.8,389.2
185.8,248.6,389.2
205.2,221.6,389.2
186.6,253.0,389.2
184.8,196.0,389.2
203.2,146.8,389.2
205.2,168.9,389.2
185.8,155.7,389.2
188.3,210.5,389.2
205.9,281.3,389.2
203.4,305.8,389.2
185.8,269.2,389.2
206.8,266.5,389.2
187.4,202.5,389.2
201.6,261.7,389.2
179.8,297.3,389.2
178.4,279.3,389.2
195.9,265.1,389.2
179.0,276.9,389.2
196.0,325.7,389.2
194.1,346.8,389.2
176.1,265.4,389.2
198.1,248.0,389.2
179.9,262.5,389.2
195.7,267.1,389.2
196.0,228.6,389.2
198.3,222.0,389.2
198.9,264.3,389.2
178.3,356.4,389.2
177.3,322.2,389.2
189.0,394.0,389.2
223.6,312.6,389.2
226.0,277.4,389.2
261.1,334.5,389.2
236.6,341.0,389.2
240.7,332.5,389.2
239.5,286.7,389.2
257.5,346.3,389.2
257.9,289.6,389.2
272.5,296.1,389.2
243.4,266.0,389.2
261.2,335.4,389.2
277.4,337.0,389.2
246.8,338.0,389.2
241.5,278.6,389.2
276.0,323.4,389.2
243.4,334.4,389.2
260.6,339.9,389.2
239.3,250.1,389.2
260.0,234.3,389.2
241.2,210.4,389.2
261.1,210.6,389.2
241.0,241.8,389.2
263.0,405.2,389.2
259.4,326.2,389.2
257.6,320.7,389.2
243.0,271.3,389.2
267.3,270.5,389.2
246.4,273.9,389.2
257.3,258.6,389.2
243.6,181.8,389.2
246.9,215.1,389.2
262.9,185.4,389.2
245.3,299.4,389.2
243.8,239.4,389.2
215.2,270.6,389.2
142.7,229.3,389.2
141.5,229.7,389.2
159.4,270.9,389.2
135.6,294.7,389.2
152.7,268.5,389.2
155.8,238.8,389.2
154.4,275.1,389.2
156.6,325.6,389.2
152.8,269.4,389.2
152.8,291.0,389.2
135.2,187.4,389.2
136.0,199.1,389.2
154.7,220.0,389.2
154.4,162.9,389.2
135.5,163.8,389.2
155.9,192.4,389.2
136.0,193.3,389.2
138.4,321.7,389.2
136.7,316.5,389.2
134.8,204.0,389.2
138.5,201.7,389.2
156.0,242.5,389.2
154.9,205.9,389.2
134.9,233.9,389.2
136.5,209.0,389.2
155.0,292.5,389.2
137.6,291.1,389.2
133.3,280.9,389.2
135.0,191.1,389.2
179.2,286.9,389.2
181.7,261.3,389.2
185.5,329.7,389.2
185.6,321.1,389.2
202.2,303.8,389.2
183.2,301.7,389.2
185.5,421.4,389.2
182.4,364.0,389.2
220.1,388.8,389.2
186.9,425.6,389.2
220.5,369.0,389.2
182.2,349.6,389.2
204.1,381.1,389.2
189.0,389.5,389.2
185.7,400.4,389.2
181.7,330.9,389.2
197.5,363.9,389.2
204.6,439.1,389.2
254.2,446.7,389.2
268.5,471.0,389.2
257.4,400.2,389.2
258.5,458.2,389.2
260.2,503.8,389.2
279.5,459.6,389.2
265.0,482.0,389.2
271.3,462.8,389.2
284.1,432.4,389.2
306.8,464.5,389.2
269.4,517.9,389.2
293.1,436.3,389.2
289.3,477.8,389.2
290.2,485.7,389.2
272.3,420.1,389.2
331.7,423.2,389.2
295.2,405.3,389.2
294.0,486.3,389.2
280.2,437.2,389.2
272.5,402.5,389.2
304.9,425.1,389.2
293.7,487.3,389.2
269.8,476.4,389.2
311.9,476.1,389.2
277.4,406.6,389.2
274.1,442.4,389.2
274.9,377.0,389.2
271.7,401.8,389.2
268.3,432.3,389.2
289.6,481.5,389.2
292.1,458.5,389.2
300.3,593.8,389.2
270.8,545.7,389.2
292.9,484.7,389.2
307.1,552.5,389.2
279.2,476.7,389.2
277.1,467.1,389.2
273.3,441.9,389.2
268.4,454.1,389.2
274.4,388.9,389.2
276.7,415.5,389.2
278.8,421.8,389.2
259.4,380.9,389.2
283.7,342.0,389.2
256.8,366.3,389.2
258.5,393.0,389.2
260.7,366.3,389.2
258.8,333.6,389.2
277.7,332.4,389.2
257.8,333.0,389.2
273.3,315.9,389.2
272.6,310.3,389.2
254.1,330.4,389.2
269.9,360.2,389.2
272.2,380.5,389.2
274.3,414.8,389.2
271.1,409.0,389.2
250.4,404.6,389.2
254.0,339.2,389.2
272.3,349.3,389.2
250.6,327.9,389.2
219.7,294.3,389.2
214.4,156.1,389.2
210.5,214.1,389.2
206.5,243.5,389.2
187.5,268.5,389.2
190.5,156.8,389.2
174.0,168.8,389.2
173.8,155.4,389.2
174.7,232.0,389.2
193.4,220.3,389.2
172.4,306.3,389.2
193.6,257.8,389.2
174.9,255.5,389.2
177.3,236.8,389.2
214.9,220.6,389.2
172.9,202.9,389.2
194.8,195.3,389.2
175.0,263.0,389.2
174.2,240.9,389.2
174.9,192.5,389.2
176.6,152.7,389.2
177.5,211.3,389.2
177.1,259.1,389.2
193.3,230.2,389.2
173.5,152.6,389.2
179.6,232.0,389.2
178.6,212.7,389.2
215.7,234.1,389.2
182.6,249.0,389.2
200.9,386.4,389.2
199.5,393.6,389.2
184.5,433.0,389.2
220.0,410.8,389.2
246.5,459.4,389.2
254.5,404.0,389.2
261.0,385.3,389.2
266.8,422.5,389.2
272.3,409.8,389.2
260.2,402.6,389.2
284.4,361.7,389.2
269.1,410.2,389.2
280.0,370.2,389.2
265.4,455.0,389.2
314.8,471.7,389.2
326.2,517.2,389.2
271.9,426.2,389.2
281.6,431.3,389.2
312.1,432.4,389.2
316.7,424.0,389.2
298.0,519.1,389.2
320.3,433.7,389.2
299.4,488.6,389.2
295.5,474.4,389.2
281.6,411.7,389.2
286.2,386.6,389.2
308.9,409.0,389.2
278.9,444.8,389.2
279.6,394.0,389.2
295.7,432.6,389.2
281.4,424.4,389.2
281.8,417.8,389.2
299.4,503.9,389.2
314.9,513.3,389.2
284.7,507.9,389.2
296.7,480.4,389.2
289.4,421.5,389.2
291.3,457.4,389.2
298.4,452.2,389.2
299.9,389.8,389.2
276.7,436.7,389.2
281.0,379.0,389.2
293.6,395.9,389.2
276.8,436.1,389.2
295.2,486.7,389.2
284.5,346.9,389.2
267.6,407.4,389.2
269.2,416.6,389.2
285.1,368.0,389.2
300.3,392.5,389.2
284.7,340.8,389.2
263.2,371.3,389.2
266.7,365.4,389.2
265.1,360.6,389.2
280.7,341.4,389.2
264.5,309.0,389.2
279.4,310.0,389.2
263.7,280.3,389.2
280.4,329.9,389.2
276.8,354.4,389.2
277.4,316.9,389.2
259.4,317.1,389.2
275.0,376.0,389.2
263.8,398.7,389.2
271.6,383.0,389.2
256.7,295.1,389.2
286.8,321.8,389.2
201.3,305.4,389.2
218.1,187.1,389.2
216.5,157.0,389.2
212.3,207.7,389.2
231.4,182.4,389.2
155.8,181.6,389.2
170.6,253.4,389.2
154.6,279.8,389.2
171.5,272.5,389.2
155.3,228.0,389.2
154.2,224.1,389.2
151.6,222.8,389.2
158.2,226.5,389.2
155.2,192.2,389.2
154.7,181.2,389.2
175.3,210.5,389.2
153.8,244.3,389.2
173.2,228.2,389.2
156.4,156.1,389.2
175.2,176.5,389.2
174.6,198.3,389.2
173.2,191.5,389.2
154.1,257.1,389.2
177.2,222.7,389.2
157.0,232.8,389.2
193.9,249.6,389.2
158.8,298.9,389.2
173.1,340.2,389.2
159.4,208.7,389.2
160.8,372.9,389.2
162.2,390.3,389.2
166.0,415.7,389.2
221.1,320.4,389.2
215.1,328.7,389.2
238.4,383.8,389.2
261.2,421.8,389.2
255.8,438.0,389.2
259.2,474.2,389.2
264.0,421.4,389.2
266.7,435.8,389.2
287.4,447.9,389.2
266.1,496.6,389.2
281.1,430.8,389.2
269.4,472.4,389.2
274.5,508.1,389.2
286.4,528.4,389.2
280.6,497.6,389.2
290.4,468.7,389.2
282.2,493.7,389.2
294.8,441.6,389.2
296.3,442.6,389.2
316.2,445.2,389.2
294.4,440.7,389.2
295.7,401.8,389.2
275.5,394.6,389.2
297.9,443.9,389.2
282.3,480.9,389.2
279.6,413.7,389.2
299.7,456.2,389.2
295.5,454.4,389.2
289.3,422.1,389.2
293.6,413.9,389.2
300.1,443.6,389.2
292.7,454.6,389.2
285.8,427.5,389.2
288.1,461.4,389.2
306.8,497.4,389.2
306.5,501.3,389.2
276.5,516.6,389.2
305.7,439.8,389.2
274.1,469.0,389.2
272.6,412.2,389.2
264.8,415.0,389.2
257.0,386.7,389.2
282.8,383.0,389.2
268.3,385.4,389.2
305.8,417.5,389.2
264.9,364.7,389.2
295.4,393.9,389.2
282.0,366.0,389.2
264.3,341.6,389.2
261.4,384.3,389.2
259.0,359.7,389.2
275.0,325.9,389.2
249.1,322.8,389.2
274.9,345.4,389.2
254.4,349.4,389.2
284.6,373.4,389.2
269.1,405.1,389.2
255.5,334.2,389.2
257.1,385.7,389.2
289.1,278.3,389.2
250.7,308.7,389.2
272.9,312.7,389.2
266.6,282.9,389.2
265.2,259.1,389.2
202.4,255.0,389.2
201.8,154.2,389.2
234.7,228.6,389.2
195.0,245.4,389.2
186.1,273.7,389.2
142.7,241.8,389.2
141.8,187.5,389.2
156.0,215.9,389.2
137.2,216.1,389.2
154.9,222.0,389.2
156.9,197.7,389.2
156.1,146.0,389.2
139.9,147.5,389.2
157.4,202.5,389.2
140.1,225.8,389.2
137.0,199.9,389.2
137.4,149.5,389.2
159.1,191.8,389.2
139.4,192.3,389.2
138.4,189.8,389.2
160.2,186.1,389.2
142.1,220.6,389.2
142.1,214.3,389.2
141.1,274.9,389.2
158.9,240.8,389.2
140.2,274.4,389.2
159.8,202.2,389.2
141.1,183.9,389.2
175.8,163.5,389.2
142.0,367.1,389.2
139.8,310.2,389.2
144.0,377.8,389.2
185.4,314.2,389.2
223.6,374.3,389.2
230.3,424.1,389.2
273.5,459.9,389.2
249.6,430.7,389.2
306.6,411.9,389.2
255.8,381.1,389.2
256.7,383.5,389.2
281.5,415.3,389.2
267.7,382.1,389.2
267.4,404.7,389.2
271.4,375.0,389.2
292.9,440.7,389.2
293.2,470.6,389.2
280.9,484.3,389.2
326.5,420.3,389.2
306.8,465.8,389.2
297.3,435.0,389.2
284.0,420.9,389.2
314.9,424.9,389.2
297.6,474.1,389.2
296.0,483.6,389.2
279.2,522.4,389.2
297.6,467.5,389.2
281.3,418.9,389.2
312.7,390.1,389.2
280.8,467.7,389.2
289.5,522.1,389.2
290.5,433.5,389.2
282.8,523.6,389.2
319.8,538.9,389.2
291.4,516.5,389.2
280.4,431.2,389.2
292.3,648.0,389.2
305.5,498.0,389.2
309.1,500.8,389.2
282.8,551.2,389.2
290.2,496.0,389.2
309.5,495.1,389.2
288.4,441.1,389.2
284.0,410.1,389.2
268.1,409.8,389.2
268.2,360.5,389.2
271.3,362.6,389.2
270.3,370.8,389.2
279.1,311.3,389.2
275.5,321.2,389.2
279.7,325.9,389.2
280.4,377.6,389.2
260.3,403.4,389.2
262.7,402.9,389.2
260.5,319.5,389.2
277.5,350.1,389.2
259.8,311.8,389.2
292.6,372.1,389.2
273.2,344.2,389.2
252.9,329.9,389.2
256.9,358.9,389.2
270.3,396.2,389.2
287.7,326.8,389.2
258.3,353.5,389.2
291.3,304.6,389.2
270.3,301.1,389.2
246.3,286.1,389.2
218.8,280.6,389.2
222.3,174.8,389.2
204.4,174.1,389.2
196.2,190.6,389.2
210.3,188.0,389.2
143.6,277.2,389.2
144.2,238.4,389.2
161.3,300.8,389.2
140.9,212.6,389.2
140.1,215.8,389.2
141.8,183.6,389.2
160.3,215.3,389.2
139.5,217.3,389.2
142.8,137.7,389.2
159.0,143.1,389.2
158.6,223.5,389.2
138.5,227.2,389.2
142.0,140.6,389.2
157.7,176.4,389.2
146.2,215.9,389.2
140.6,216.3,389.2
142.3,221.9,389.2
159.4,213.1,389.2
142.7,245.9,389.2
142.9,236.0,389.2
163.8,265.8,389.2
146.4,232.4,389.2
143.0,229.8,389.2
142.8,220.6,389.2
145.8,370.4,389.2
183.3,299.2,389.2
147.0,328.5,389.2
217.8,313.7,389.2
224.2,354.1,389.2
221.5,432.8,389.2
238.5,384.5,389.2
281.6,463.6,389.2
258.7,373.5,389.2
282.6,397.0,389.2
262.6,469.3,389.2
264.6,464.8,389.2
284.2,387.7,389.2
304.1,428.3,389.2
269.6,459.3,389.2
270.5,565.8,389.2
284.1,533.1,389.2
266.0,560.2,389.2
296.3,535.5,389.2
266.2,572.3,389.2
262.2,603.2,389.2
282.0,517.9,389.2
262.2,512.0,389.2
283.4,485.7,389.2
263.8,493.4,389.2
261.8,501.7,389.2
280.2,532.6,389.2
283.0,475.7,389.2
263.7,528.7,389.2
277.9,521.7,389.2
284.6,492.2,389.2
