OV,RE,USU
151.9,154.5,332.7
133.9,164.5,332.7
132.0,156.5,332.7
167.3,156.3,332.7
132.1,158.4,332.7
151.9,153.3,332.7
131.6,164.0,332.7
134.0,157.5,332.7
134.1,153.4,332.7
132.2,166.5,332.7
170.1,173.8,332.7
134.6,154.2,332.7
149.2,167.5,332.7
131.6,156.4,332.7
135.5,162.6,332.7
168.6,170.5,332.7
131.6,160.6,332.7
152.6,168.0,332.7
150.2,153.9,332.7
148.5,162.6,332.7
133.5,153.9,332.7
131.0,156.7,332.7
166.1,172.1,332.7
130.9,168.7,332.7
131.2,161.1,332.7
128.3,197.2,332.7
129.7,183.1,332.7
131.5,188.5,332.7
124.1,188.1,332.7
144.1,190.9,332.7
122.9,193.8,332.7
157.9,181.8,332.7
124.6,190.7,332.7
122.3,176.3,332.7
121.8,176.3,332.7
123.1,176.7,332.7
159.1,180.7,332.7
122.2,187.8,332.7
139.6,178.9,332.7
143.0,176.2,332.7
122.8,254.3,332.7
141.3,253.3,332.7
123.7,263.7,332.7
157.0,248.9,332.7
122.6,263.7,332.7
122.8,259.0,332.7
137.8,265.5,332.7
122.7,256.2,332.7
158.8,257.0,332.7
120.6,264.0,332.7
142.9,256.1,332.7
140.6,266.0,332.7
120.1,254.6,332.7
158.8,263.9,332.7
121.6,258.3,332.7
120.7,259.5,332.7
141.0,262.6,332.7
122.5,255.4,332.7
158.0,259.5,332.7
123.8,255.4,332.7
121.3,255.9,332.7
139.7,258.4,332.7
123.0,257.7,332.7
122.5,261.5,332.7
122.7,254.9,332.7
124.2,264.3,332.7
157.9,256.6,332.7
123.0,265.2,332.7
132.4,266.5,332.7
129.2,200.6,332.7
130.0,197.9,332.7
128.2,197.1,332.7
148.6,198.2,332.7
149.1,174.7,332.7
129.1,180.5,332.7
130.8,177.0,332.7
148.4,176.9,332.7
127.6,172.3,332.7
131.1,178.8,332.7
126.6,173.5,332.7
130.5,176.3,332.7
152.5,178.4,332.7
130.2,179.1,332.7
150.1,181.0,332.7
150.1,179.6,332.7
130.5,172.2,332.7
148.2,182.8,332.7
129.8,172.5,332.7
145.6,184.4,332.7
150.0,182.6,332.7
130.8,171.2,332.7
151.5,175.5,332.7
128.0,170.1,332.7
128.8,156.3,332.7
166.2,153.4,332.7
129.6,162.0,332.7
148.1,141.9,332.7
150.3,187.7,332.7
128.3,192.1,332.7
167.4,174.7,332.7
129.4,184.4,332.7
148.4,177.9,332.7
149.2,180.8,332.7
129.6,184.4,332.7
130.1,180.1,332.7
129.6,189.7,332.7
148.9,176.0,332.7
149.6,180.0,332.7
129.6,183.6,332.7
129.4,179.8,332.7
147.1,190.8,332.7
128.8,189.8,332.7
127.2,186.4,332.7
147.0,193.6,332.7
148.2,178.2,332.7
131.7,178.3,332.7
133.4,189.1,332.7
150.3,183.3,332.7
133.7,188.5,332.7
132.2,185.3,332.7
147.8,192.0,332.7
132.2,179.0,332.7
133.7,206.1,332.7
164.7,198.3,332.7
130.4,188.3,332.7
125.5,218.8,332.7
162.3,202.5,332.7
123.5,206.2,332.7
124.1,206.1,332.7
143.0,198.7,332.7
149.4,202.0,332.7
133.9,195.8,332.7
135.5,202.5,332.7
134.6,210.1,332.7
136.0,204.9,332.7
146.1,231.2,332.7
145.4,236.6,332.7
145.1,233.6,332.7
163.8,206.1,332.7
177.6,227.2,332.7
161.2,188.1,332.7
162.3,225.9,332.7
174.6,184.4,332.7
195.2,203.8,332.7
193.1,200.4,332.7
176.1,194.0,332.7
190.4,202.6,332.7
174.6,187.0,332.7
160.6,187.0,332.7
176.2,187.1,332.7
178.6,184.1,332.7
160.5,198.2,332.7
161.2,204.7,332.7
178.9,195.1,332.7
131.5,197.3,332.7
134.1,185.9,332.7
133.6,182.9,332.7
153.4,198.1,332.7
135.5,186.1,332.7
133.4,193.5,332.7
152.9,197.6,332.7
122.3,204.4,332.7
122.1,203.1,332.7
122.8,202.2,332.7
122.9,194.6,332.7
145.3,198.1,332.7
125.1,197.4,332.7
130.8,204.6,332.7
129.2,204.9,332.7
148.9,182.8,332.7
147.5,184.8,332.7
128.2,181.7,332.7
130.6,181.1,332.7
131.2,181.0,332.7
146.4,183.8,332.7
132.2,200.8,332.7
153.6,195.4,332.7
135.9,173.8,332.7
132.1,172.8,332.7
129.4,173.1,332.7
149.8,169.4,332.7
147.4,176.5,332.7
130.7,175.6,332.7
166.0,173.0,332.7
129.9,172.5,332.7
130.5,168.1,332.7
129.8,164.3,332.7
130.3,169.0,332.7
146.7,165.4,332.7
129.4,145.5,332.7
128.8,152.6,332.7
130.4,147.8,332.7
131.6,152.0,332.7
132.2,154.9,332.7
150.4,147.7,332.7
147.5,146.6,332.7
129.9,157.4,332.7
144.7,142.1,332.7
129.6,149.9,332.7
135.0,151.8,332.7
157.3,151.6,332.7
134.4,147.9,332.7
148.2,146.7,332.7
135.8,166.7,332.7
131.4,144.3,332.7
196.2,266.2,332.7
176.5,260.6,332.7
180.1,257.3,332.7
181.6,258.7,332.7
199.0,262.9,332.7
197.5,256.7,332.7
176.5,260.4,332.7
181.1,261.1,332.7
186.7,266.1,332.7
195.9,277.8,332.7
202.4,282.7,332.7
179.3,289.9,332.7
205.6,331.4,332.7
193.1,335.0,332.7
187.6,333.8,332.7
208.8,338.6,332.7
187.5,322.9,332.7
185.3,343.4,332.7
187.8,332.0,332.7
256.1,321.1,332.7
272.8,317.4,332.7
255.6,322.1,332.7
259.4,327.1,332.7
261.0,336.6,332.7
256.7,359.8,332.7
293.8,329.9,332.7
257.8,344.2,332.7
279.5,338.3,332.7
258.0,350.1,332.7
256.6,352.9,332.7
275.8,347.7,332.7
258.8,342.9,332.7
262.2,339.5,332.7
262.4,332.2,332.7
283.1,329.5,332.7
277.7,331.3,332.7
259.2,366.4,332.7
274.6,369.0,332.7
260.2,327.8,332.7
258.6,327.2,332.7
255.9,349.2,332.7
277.4,327.6,332.7
259.1,331.2,332.7
261.3,334.1,332.7
286.4,362.9,332.7
258.2,333.4,332.7
261.6,329.3,332.7
296.2,333.1,332.7
256.5,327.9,332.7
255.7,326.2,332.7
276.0,321.7,332.7
276.5,326.9,332.7
253.0,357.2,332.7
283.6,336.4,332.7
270.6,349.1,332.7
200.5,345.0,332.7
196.7,356.8,332.7
198.5,350.7,332.7
197.7,339.2,332.7
187.6,365.9,332.7
189.5,313.3,332.7
188.1,312.1,332.7
205.6,317.2,332.7
206.2,320.3,332.7
191.8,305.9,332.7
189.3,305.3,332.7
206.9,307.2,332.7
208.4,337.2,332.7
205.6,319.0,332.7
190.6,285.5,332.7
187.6,290.6,332.7
188.7,280.8,332.7
205.1,280.9,332.7
188.6,283.2,332.7
207.9,286.3,332.7
180.5,296.2,332.7
181.4,261.1,332.7
171.0,260.8,332.7
169.9,260.2,332.7
195.7,265.5,332.7
175.0,172.8,332.7
174.9,164.6,332.7
170.6,182.3,332.7
171.4,161.7,332.7
186.8,164.0,332.7
152.2,164.6,332.7
170.3,158.4,332.7
150.4,164.3,332.7
169.4,168.4,332.7
150.6,167.7,332.7
151.4,166.2,332.7
167.7,167.3,332.7
148.7,157.3,332.7
150.9,160.9,332.7
169.3,167.0,332.7
151.9,163.4,332.7
150.5,176.7,332.7
187.9,167.4,332.7
152.3,160.5,332.7
168.8,158.3,332.7
169.2,169.9,332.7
166.7,155.7,332.7
149.2,163.0,332.7
153.1,165.6,332.7
151.3,163.3,332.7
168.6,168.7,332.7
170.6,174.0,332.7
181.5,169.8,332.7
161.7,341.5,332.7
197.7,343.6,332.7
162.6,327.6,332.7
161.5,335.8,332.7
221.4,320.6,332.7
205.4,329.0,332.7
221.5,338.6,332.7
237.6,336.0,332.7
270.2,331.7,332.7
252.4,340.9,332.7
272.0,342.1,332.7
271.6,348.2,332.7
259.1,334.4,332.7
292.7,340.5,332.7
273.5,367.1,332.7
255.8,344.8,332.7
276.6,568.2,332.7
272.9,557.8,332.7
260.6,543.8,332.7
270.6,549.2,332.7
270.0,580.5,332.7
256.5,548.5,332.7
264.9,561.5,332.7
286.6,530.5,332.7
258.3,564.5,332.7
277.8,539.1,332.7
273.5,565.5,332.7
260.4,549.1,332.7
258.7,548.8,332.7
278.2,548.3,332.7
259.5,538.1,332.7
278.8,539.6,332.7
258.1,568.7,332.7
257.9,534.0,332.7
297.4,534.2,332.7
259.3,569.6,332.7
264.6,562.7,332.7
267.5,580.5,332.7
273.5,555.4,332.7
277.3,541.4,332.7
256.2,544.0,332.7
259.3,544.7,332.7
252.6,541.7,332.7
195.5,591.7,332.7
187.8,546.5,332.7
205.8,583.9,332.7
193.1,596.6,332.7
211.4,566.8,332.7
188.4,529.2,332.7
189.2,541.7,332.7
221.2,514.2,332.7
190.2,524.2,332.7
190.0,506.8,332.7
206.1,512.3,332.7
192.9,515.8,332.7
188.3,521.6,332.7
191.0,558.1,332.7
188.4,533.4,332.7
223.1,497.5,332.7
192.8,503.9,332.7
191.0,501.9,332.7
190.4,505.0,332.7
188.9,497.7,332.7
224.9,489.4,332.7
189.7,476.2,332.7
205.4,478.6,332.7
222.0,481.3,332.7
192.3,488.2,332.7
208.7,379.0,332.7
190.6,382.7,332.7
188.0,378.6,332.7
226.1,355.6,332.7
166.5,350.9,332.7
180.9,383.1,332.7
165.7,377.2,332.7
163.1,370.5,332.7
165.2,352.5,332.7
181.9,354.9,332.7
164.9,375.3,332.7
165.8,380.2,332.7
163.7,377.3,332.7
166.6,351.9,332.7
166.6,370.2,332.7
165.1,346.5,332.7
165.1,374.3,332.7
197.0,349.6,332.7
164.6,373.6,332.7
198.9,375.4,332.7
168.9,374.2,332.7
164.9,345.7,332.7
182.4,376.3,332.7
165.8,375.8,332.7
185.0,327.9,332.7
167.4,311.8,332.7
188.3,341.5,332.7
184.6,335.1,332.7
165.5,497.1,332.7
164.8,437.2,332.7
202.0,448.7,332.7
159.2,418.8,332.7
208.6,454.5,332.7
228.3,429.3,332.7
207.3,428.3,332.7
264.6,436.9,332.7
260.6,457.1,332.7
295.7,427.6,332.7
258.0,452.4,332.7
257.7,452.4,332.7
277.8,449.7,332.7
256.2,524.2,332.7
258.8,486.8,332.7
263.6,520.1,332.7
258.1,383.2,332.7
262.1,427.1,332.7
260.5,594.6,332.7
279.1,596.0,332.7
264.3,587.6,332.7
296.0,579.9,332.7
257.7,572.1,332.7
288.7,574.1,332.7
275.7,523.5,332.7
275.7,521.3,332.7
257.3,496.1,332.7
297.6,508.8,332.7
256.6,479.2,332.7
285.6,510.5,332.7
258.0,474.2,332.7
277.8,504.5,332.7
274.2,535.4,332.7
257.0,480.8,332.7
285.2,479.8,332.7
261.2,481.0,332.7
273.9,518.7,332.7
258.9,547.5,332.7
274.1,471.4,332.7
278.7,474.3,332.7
278.6,472.6,332.7
273.2,473.5,332.7
249.3,471.1,332.7
183.0,470.5,332.7
232.8,500.8,332.7
196.3,470.3,332.7
219.5,474.5,332.7
197.6,472.6,332.7
210.6,473.8,332.7
211.7,444.7,332.7
191.1,476.3,332.7
194.2,447.7,332.7
210.3,435.4,332.7
189.9,476.8,332.7
192.2,470.7,332.7
210.9,446.0,332.7
211.1,466.3,332.7
194.0,433.2,332.7
191.4,431.3,332.7
209.4,428.8,332.7
189.2,423.4,332.7
193.2,425.2,332.7
209.4,426.1,332.7
194.3,422.8,332.7
210.8,405.9,332.7
207.9,409.2,332.7
189.5,410.9,332.7
217.0,419.4,332.7
199.9,318.3,332.7
199.4,303.4,332.7
209.6,302.5,332.7
208.8,300.7,332.7
133.8,301.3,332.7
152.8,304.6,332.7
136.6,301.9,332.7
134.9,305.3,332.7
155.1,257.0,332.7
134.7,257.5,332.7
135.5,261.1,332.7
155.2,256.8,332.7
135.8,304.5,332.7
173.5,301.0,332.7
133.3,299.8,332.7
136.1,297.8,332.7
154.3,297.5,332.7
132.5,296.8,332.7
154.1,302.0,332.7
134.1,301.7,332.7
155.8,303.5,332.7
154.8,299.4,332.7
152.4,246.2,332.7
154.3,245.1,332.7
134.0,250.5,332.7
155.0,255.5,332.7
136.5,253.0,332.7
166.0,303.7,332.7
144.9,471.9,332.7
163.0,472.6,332.7
156.8,462.7,332.7
152.3,410.5,332.7
200.7,411.9,332.7
220.0,411.3,332.7
239.5,399.0,332.7
279.6,413.5,332.7
245.0,446.8,332.7
265.0,451.3,332.7
268.3,469.1,332.7
254.1,419.2,332.7
255.2,386.2,332.7
270.4,420.1,332.7
255.4,410.1,332.7
277.2,463.0,332.7
256.5,509.5,332.7
258.3,480.9,332.7
255.4,421.9,332.7
255.3,431.1,332.7
277.0,432.8,332.7
274.7,429.9,332.7
259.5,462.0,332.7
255.8,480.0,332.7
255.6,511.6,332.7
261.9,453.7,332.7
255.6,424.6,332.7
291.2,422.1,332.7
255.1,419.4,332.7
276.5,427.5,332.7
274.1,437.3,332.7
272.9,442.0,332.7
259.9,439.3,332.7
272.3,361.1,332.7
273.5,399.8,332.7
276.7,396.8,332.7
254.6,393.1,332.7
294.1,452.4,332.7
266.4,481.6,332.7
258.0,477.9,332.7
257.4,392.3,332.7
258.2,408.8,332.7
301.1,443.6,332.7
199.0,413.2,332.7
215.2,404.8,332.7
193.8,361.2,332.7
234.5,443.2,332.7
192.3,440.5,332.7
193.9,417.3,332.7
209.6,364.3,332.7
209.7,375.2,332.7
190.7,368.4,332.7
190.8,367.1,332.7
207.8,359.6,332.7
211.1,372.8,332.7
192.0,412.6,332.7
229.0,438.0,332.7
191.2,437.3,332.7
210.3,410.8,332.7
210.2,391.7,332.7
190.5,345.2,332.7
209.6,349.4,332.7
191.3,345.2,332.7
209.9,307.1,332.7
190.2,287.4,332.7
190.2,287.1,332.7
192.3,327.6,332.7
215.8,326.6,332.7
195.9,177.7,332.7
194.1,233.0,332.7
189.5,230.5,332.7
210.2,235.5,332.7
136.2,216.4,332.7
170.8,217.7,332.7
135.8,273.9,332.7
152.6,271.3,332.7
156.1,271.6,332.7
158.6,218.5,332.7
137.3,215.0,332.7
137.2,218.3,332.7
156.1,212.3,332.7
136.1,213.7,332.7
157.1,216.6,332.7
137.7,266.2,332.7
156.7,223.7,332.7
137.9,234.2,332.7
156.4,225.3,332.7
139.1,171.3,332.7
173.3,216.6,332.7
137.3,212.1,332.7
139.1,221.2,332.7
140.2,215.2,332.7
138.1,221.9,332.7
173.1,287.2,332.7
134.9,288.8,332.7
172.2,280.3,332.7
134.0,390.0,332.7
153.5,395.5,332.7
136.9,389.1,332.7
131.5,387.9,332.7
200.9,357.6,332.7
198.2,362.5,332.7
209.1,457.8,332.7
258.6,456.0,332.7
263.2,481.2,332.7
247.6,477.5,332.7
253.4,442.5,332.7
269.4,416.3,332.7
270.4,405.4,332.7
258.1,412.8,332.7
258.5,457.1,332.7
274.2,457.5,332.7
251.0,413.5,332.7
288.3,495.5,332.7
252.4,430.5,332.7
249.2,428.0,332.7
251.2,378.7,332.7
250.8,374.0,332.7
252.9,391.4,332.7
287.3,443.2,332.7
255.2,441.8,332.7
288.0,437.1,332.7
252.3,405.7,332.7
270.4,426.8,332.7
271.2,459.8,332.7
286.6,361.4,332.7
255.5,395.1,332.7
265.1,385.0,332.7
269.4,407.7,332.7
258.3,352.8,332.7
279.5,334.4,332.7
261.9,389.8,332.7
254.3,423.0,332.7
251.0,420.3,332.7
253.0,368.6,332.7
252.3,334.9,332.7
265.7,374.9,332.7
248.0,338.3,332.7
262.7,360.6,332.7
192.6,383.8,332.7
196.3,342.1,332.7
195.7,424.5,332.7
217.5,415.5,332.7
200.8,397.3,332.7
210.8,301.1,332.7
210.9,300.5,332.7
193.2,305.9,332.7
237.5,284.7,332.7
212.5,290.7,332.7
214.9,286.5,332.7
192.3,344.4,332.7
213.0,334.2,332.7
191.3,337.3,332.7
190.8,278.9,332.7
207.7,275.4,332.7
187.5,272.0,332.7
208.5,274.4,332.7
192.2,276.9,332.7
208.4,274.7,332.7
191.5,275.4,332.7
188.6,178.8,332.7
193.4,231.4,332.7
192.1,231.5,332.7
191.7,179.2,332.7
193.2,158.4,332.7
192.3,161.8,332.7
188.9,149.0,332.7
191.5,161.2,332.7
134.0,153.9,332.7
135.4,154.6,332.7
136.3,215.5,332.7
151.5,204.1,332.7
137.3,196.6,332.7
135.7,141.1,332.7
154.3,143.3,332.7
137.1,148.6,332.7
133.5,145.0,332.7
134.9,144.2,332.7
151.7,140.2,332.7
151.7,144.9,332.7
153.8,141.3,332.7
137.3,146.8,332.7
151.5,197.6,332.7
137.3,195.2,332.7
152.0,193.6,332.7
135.7,143.3,332.7
154.1,142.0,332.7
134.3,145.0,332.7
134.0,148.0,332.7
152.5,160.2,332.7
132.9,150.3,332.7
137.3,162.1,332.7
151.2,220.3,332.7
135.8,221.9,332.7
136.3,228.3,332.7
129.6,165.4,332.7
129.0,176.8,332.7
147.0,161.4,332.7
142.0,171.4,332.7
143.0,165.2,332.7
124.2,166.5,332.7
161.4,225.2,332.7
126.3,233.8,332.7
143.9,324.0,332.7
128.4,269.8,332.7
161.7,264.0,332.7
127.0,258.5,332.7
144.5,272.4,332.7
143.3,275.3,332.7
125.4,300.5,332.7
142.4,299.5,332.7
126.5,333.3,332.7
128.4,333.7,332.7
124.8,330.1,332.7
127.0,362.5,332.7
125.2,265.1,332.7
146.2,268.2,332.7
128.3,268.7,332.7
125.3,270.4,332.7
143.3,255.4,332.7
125.2,291.5,332.7
126.7,261.3,332.7
144.8,318.2,332.7
125.2,320.4,332.7
143.4,314.4,332.7
124.6,290.6,332.7
144.2,293.6,332.7
126.2,265.4,332.7
143.3,263.5,332.7
127.6,262.4,332.7
129.1,251.3,332.7
144.1,306.2,332.7
127.8,176.8,332.7
161.2,291.8,332.7
126.5,259.0,332.7
150.7,243.7,332.7
133.4,178.8,332.7
153.7,209.8,332.7
133.3,179.7,332.7
171.1,179.4,332.7
138.3,179.3,332.7
155.6,184.6,332.7
138.3,238.1,332.7
153.2,238.5,332.7
155.1,235.2,332.7
137.0,188.9,332.7
133.6,178.9,332.7
136.3,197.2,332.7
135.8,196.0,332.7
155.1,197.1,332.7
136.7,173.2,332.7
134.1,178.9,332.7
136.4,219.3,332.7
136.3,220.3,332.7
155.0,216.1,332.7
154.6,159.0,332.7
134.5,159.7,332.7
157.2,162.5,332.7
134.7,153.5,332.7
156.6,156.0,332.7
154.5,141.6,332.7
134.6,143.2,332.7
173.4,196.3,332.7
134.3,196.7,332.7
173.3,207.9,332.7
133.1,139.4,332.7
135.8,139.8,332.7
137.1,141.5,332.7
134.1,145.9,332.7
156.0,143.0,332.7
136.6,148.3,332.7
172.8,142.4,332.7
136.7,203.3,332.7
133.4,201.9,332.7
135.2,145.4,332.7
135.5,145.3,332.7
172.0,139.5,332.7
134.8,155.2,332.7
156.3,146.7,332.7
152.9,156.5,332.7
138.8,150.5,332.7
156.9,201.0,332.7
136.5,204.9,332.7
136.2,198.6,332.7
151.7,140.8,332.7
135.5,154.0,332.7
153.7,170.6,332.7
136.1,147.5,332.7
134.1,146.9,332.7
154.7,144.2,332.7
134.8,200.8,332.7
146.0,198.4,332.7
132.9,216.4,332.7
150.4,170.1,332.7
126.3,157.3,332.7
127.5,157.3,332.7
143.5,171.9,332.7
146.2,160.9,332.7
142.8,161.4,332.7
126.8,196.3,332.7
143.1,254.6,332.7
126.2,250.6,332.7
145.7,196.4,332.7
127.0,199.5,332.7
128.2,194.9,332.7
128.2,195.7,332.7
127.7,196.2,332.7
143.8,254.4,332.7
126.5,255.0,332.7
143.4,250.3,332.7
126.6,155.6,332.7
145.4,155.6,332.7
127.3,154.8,332.7
144.8,203.9,332.7
129.2,174.8,332.7
144.3,174.7,332.7
126.5,202.5,332.7
146.9,258.8,332.7
144.4,258.2,332.7
128.6,255.2,332.7
145.4,199.3,332.7
144.9,201.6,332.7
144.7,200.4,332.7
144.0,200.2,332.7
125.0,175.9,332.7
146.1,229.1,332.7
148.1,222.9,332.7
127.9,227.9,332.7
164.6,171.0,332.7
127.9,167.3,332.7
128.5,171.9,332.7
128.2,174.1,332.7
150.5,172.4,332.7
150.3,173.0,332.7
154.9,173.9,332.7
135.6,230.3,332.7
155.8,208.4,332.7
135.2,210.5,332.7
156.1,158.7,332.7
136.1,156.3,332.7
156.5,157.3,332.7
134.6,164.8,332.7
137.0,162.5,332.7
139.9,166.6,332.7
157.3,153.8,332.7
141.8,218.8,332.7
152.8,213.9,332.7
136.5,207.8,332.7
152.4,164.4,332.7
136.9,174.2,332.7
132.8,156.3,332.7
158.1,161.6,332.7
135.3,155.2,332.7
157.5,159.1,332.7
136.4,210.4,332.7
137.3,212.1,332.7
134.4,207.7,332.7
157.9,207.7,332.7
154.1,152.3,332.7
136.3,155.7,332.7
134.9,150.7,332.7
156.2,153.5,332.7
135.4,151.7,332.7
138.0,154.0,332.7
154.1,209.0,332.7
143.6,205.8,332.7
170.5,209.9,332.7
137.8,153.4,332.7
151.7,159.3,332.7
135.5,152.6,332.7
152.2,154.8,332.7
135.9,166.4,332.7
185.5,262.7,332.7
223.0,260.7,332.7
185.0,319.9,332.7
204.2,319.6,332.7
200.7,321.7,332.7
187.4,271.3,332.7
209.7,262.6,332.7
179.1,259.3,332.7
202.6,260.3,332.7
183.8,262.6,332.7
185.2,258.0,332.7
196.2,281.6,332.7
210.5,324.5,332.7
191.4,375.6,332.7
211.4,346.8,332.7
187.5,358.7,332.7
225.3,311.0,332.7
205.9,312.1,332.7
227.7,305.9,332.7
279.9,311.1,332.7
252.7,367.4,332.7
256.9,362.5,332.7
274.2,362.8,332.7
257.7,379.1,332.7
279.3,374.6,332.7
256.5,410.0,332.7
295.2,400.2,332.7
261.6,347.5,332.7
259.2,350.2,332.7
276.4,325.2,332.7
257.3,333.3,332.7
259.5,364.9,332.7
278.0,321.5,332.7
262.0,377.7,332.7
256.9,379.1,332.7
285.6,378.0,332.7
263.2,325.5,332.7
261.4,326.6,332.7
259.1,352.1,332.7
277.4,351.8,332.7
252.2,328.2,332.7
292.3,320.2,332.7
252.7,382.8,332.7
254.5,415.3,332.7
247.4,420.2,332.7
260.6,421.3,332.7
254.6,322.1,332.7
254.4,354.3,332.7
253.8,345.7,332.7
266.3,347.6,332.7
286.2,318.9,332.7
254.1,321.0,332.7
274.2,408.5,332.7
252.8,429.9,332.7
245.1,382.8,332.7
194.6,359.4,332.7
199.4,359.5,332.7
213.4,335.0,332.7
220.2,366.8,332.7
193.8,331.3,332.7
195.3,395.1,332.7
209.9,336.1,332.7
194.3,337.8,332.7
191.2,290.8,332.7
194.1,268.4,332.7
192.6,271.3,332.7
216.2,275.2,332.7
210.3,271.4,332.7
213.7,265.5,332.7
211.3,275.0,332.7
213.5,322.4,332.7
192.3,325.5,332.7
193.7,320.4,332.7
193.2,264.5,332.7
196.4,269.3,332.7
191.9,268.4,332.7
211.1,249.3,332.7
191.4,258.0,332.7
228.8,251.0,332.7
199.7,307.3,332.7
200.6,212.6,332.7
198.3,208.9,332.7
203.5,210.6,332.7
200.3,154.6,332.7
156.8,155.3,332.7
139.1,157.5,332.7
138.6,151.1,332.7
136.1,154.7,332.7
174.1,157.7,332.7
135.9,149.7,332.7
174.0,208.2,332.7
138.7,205.5,332.7
138.7,151.5,332.7
154.7,156.4,332.7
137.5,153.1,332.7
136.8,154.1,332.7
137.5,149.0,332.7
154.3,153.7,332.7
135.2,209.0,332.7
155.2,205.3,332.7
155.1,149.5,332.7
139.8,150.3,332.7
136.2,155.1,332.7
172.6,155.5,332.7
139.9,146.7,332.7
178.0,167.4,332.7
143.8,153.7,332.7
158.6,219.3,332.7
141.0,378.2,332.7
158.4,358.4,332.7
134.6,300.6,332.7
133.6,298.1,332.7
199.9,316.1,332.7
196.3,311.9,332.7
177.9,332.1,332.7
212.2,387.0,332.7
256.5,387.3,332.7
290.0,316.0,332.7
253.5,354.3,332.7
274.4,325.2,332.7
275.7,326.6,332.7
260.5,342.2,332.7
261.0,340.0,332.7
262.0,320.8,332.7
257.7,379.3,332.7
280.8,377.3,332.7
258.0,319.2,332.7
287.0,316.1,332.7
280.5,348.3,332.7
272.9,323.4,332.7
279.9,339.9,332.7
260.2,334.8,332.7
280.4,369.6,332.7
256.1,376.9,332.7
260.8,352.3,332.7
252.7,368.6,332.7
252.6,333.9,332.7
272.0,333.0,332.7
273.4,365.1,332.7
248.5,333.7,332.7
269.3,338.7,332.7
263.5,334.2,332.7
272.0,370.7,332.7
274.5,327.8,332.7
271.6,338.1,332.7
253.0,330.5,332.7
251.3,335.6,332.7
255.8,336.8,332.7
267.1,334.4,332.7
253.8,349.7,332.7
264.0,353.3,332.7
190.8,336.1,332.7
209.6,355.7,332.7
186.9,369.7,332.7
211.3,339.8,332.7
191.3,371.2,332.7
191.5,321.1,332.7
209.8,300.4,332.7
212.3,318.3,332.7
213.0,311.7,332.7
190.6,288.3,332.7
212.3,306.5,332.7
193.4,308.3,332.7
196.1,339.9,332.7
193.6,274.2,332.7
192.5,272.4,332.7
211.4,275.2,332.7
191.8,269.5,332.7
210.4,277.5,332.7
191.9,274.9,332.7
215.4,274.4,332.7
194.9,270.4,332.7
230.3,248.0,332.7
195.5,247.1,332.7
211.3,246.6,332.7
217.7,250.5,332.7
196.9,157.0,332.7
200.6,157.0,332.7
194.5,162.1,332.7
176.7,144.4,332.7
138.9,148.2,332.7
138.5,142.9,332.7
138.3,141.0,332.7
156.7,142.4,332.7
137.8,141.8,332.7
137.2,144.7,332.7
152.9,141.9,332.7
137.0,141.9,332.7
136.8,141.5,332.7
157.0,142.8,332.7
134.8,138.4,332.7
155.5,144.9,332.7
137.4,137.5,332.7
133.5,141.8,332.7
137.7,139.5,332.7
135.0,140.6,332.7
139.3,143.8,332.7
138.4,139.8,332.7
135.3,139.0,332.7
135.3,145.7,332.7
152.1,145.1,332.7
136.5,140.2,332.7
152.7,144.2,332.7
152.8,152.8,332.7
136.4,302.1,332.7
154.5,310.5,332.7
154.9,317.2,332.7
135.6,311.7,332.7
195.6,318.3,332.7
224.4,322.5,332.7
237.3,324.1,332.7
240.4,326.1,332.7
258.5,335.8,332.7
243.3,335.6,332.7
262.5,339.7,332.7
247.9,323.6,332.7
250.3,338.8,332.7
285.1,406.8,332.7
256.6,368.3,332.7
253.7,338.2,332.7
265.8,583.7,332.7
251.0,551.2,332.7
254.4,551.9,332.7
289.3,592.9,332.7
287.4,580.9,332.7
250.6,553.1,332.7
256.1,550.0,332.7
292.3,559.1,332.7
272.3,572.7,332.7
249.6,589.5,332.7
249.8,550.5,332.7
261.3,556.3,332.7
246.1,544.5,332.7
280.4,575.8,332.7
247.9,601.6,332.7
251.9,579.4,332.7
248.1,605.2,332.7
262.7,545.5,332.7
247.4,542.6,332.7
257.7,550.6,332.7
249.0,613.8,332.7
283.1,592.8,332.7
243.8,543.2,332.7
244.9,577.5,332.7
261.0,575.2,332.7
260.9,610.0,332.7
241.3,551.4,332.7
175.6,614.7,332.7
194.4,581.8,332.7
205.4,555.0,332.7
193.4,572.7,332.7
236.8,539.8,332.7
193.3,541.5,332.7
211.8,552.7,332.7
210.0,548.9,332.7
192.0,547.4,332.7
191.8,512.7,332.7
225.6,565.6,332.7
194.3,539.6,332.7
203.5,512.7,332.7
192.0,532.8,332.7
212.0,531.3,332.7
192.3,511.5,332.7
193.5,538.5,332.7
213.8,516.3,332.7
191.5,545.2,332.7
194.1,530.6,332.7
210.4,514.7,332.7
209.6,448.9,332.7
192.8,426.9,332.7
227.0,400.7,332.7
199.9,425.7,332.7
199.9,313.4,332.7
194.7,316.3,332.7
212.1,289.9,332.7
191.1,271.2,332.7
136.9,248.9,332.7
154.1,244.0,332.7
135.1,272.6,332.7
137.4,275.9,332.7
136.8,269.3,332.7
136.1,244.4,332.7
138.7,245.0,332.7
137.9,271.6,332.7
136.0,267.8,332.7
137.3,247.1,332.7
137.3,241.3,332.7
136.4,249.0,332.7
