University Library (OV),Redwood Hall (RE),University Student Union (USU),Campus Store Complex (CSC),Jacaranda Hall (JD),Sierra Hall (SH),Parking Lot B1 (PL:B1),Parking Lot and Structure B3 (PLPS:B3),Parking Lot B4 (PL:B4),Parking Lot and Structure B5 (PLPS:B5),Parking Lot B6 (PL:B6),Parking Lots C6 and D6 (PL:C6D6),Parking Lot F5 (PL:F5),Parking Structure G3 (PS:G3),Parking Structure G6 (PS:G6)
1.53,2.28,0.36,0.83,2.5,0.54,9.3005127,22.301666,6.25536084,13.0739023,9.9741084,4.26991797,7.84984229,10.0628906,9.45017969
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.269359528,0.476704529,0.064044121,0.33479715,0.206057236,0.120346931,0.203040848,0.141929138,0.239856064
23.53,34.89,5.25,12.47,37.1,7.75,19.6123652,33.6322148,11.9691523,24.2225156,18.2362695,8.7053623,14.3943037,15.7080186,17.2187754
26.26,38.71,6.03,14.02,41.63,8.85,45.9082852,77.6974141,28.0057793,56.7244531,42.0981328,20.3528809,33.1228164,36.2636055,40.0805078
47.43,70.14,10.93,25.38,75.28,16.02,67.2497656,113.226625,41.1078359,82.7338516,61.3933906,29.5797461,48.2564023,52.8439922,58.4335625
61.78,91.28,14.29,33.06,98.19,21.01,83.0979766,139.721531,50.7444453,102.333117,75.4563984,36.6288203,59.6648398,65.1363008,72.3515859
85.89,127.11,19.94,46.05,136.92,29.37,94.8543984,159.680094,57.8573359,116.891461,86.3078984,41.6672656,68.1316797,74.4866484,82.0712422
117.9,175.29,27.63,63.56,188.71,40.88,100.998563,170.394,61.486332,124.237781,91.8670469,44.3944336,72.3469844,79.3279219,87.7923047
72.64,107.42,16.84,38.93,115.54,24.77,93.9870156,158.884656,57.6891602,115.720867,85.9167422,41.5928086,67.894375,74.053625,81.7430938
87.55,131.26,20.67,47.63,139.36,30.54,102.762,172.932766,62.940207,126.479258,93.77575,45.3532383,73.82125,80.8100938,89.2440156
104.89,158.11,22.19,57.12,161.62,32.26,210.894172,367.891406,126.757781,263.569,194.356016,92.9801953,150.219594,171.578,186.517703
41.63,62.68,7.07,20.11,59,12.24,32.4200762,54.4789297,19.7051523,39.9997227,29.5689121,14.3221572,23.2159707,25.5142559,28.2323281
4.14,6.1,0.95,2.21,6.57,1.4,2.74729004,4.31568555,1.663585327,3.34571582,2.293749268,1.177706909,1.808678101,2.03610547,2.356360107
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.77,2.61,0.41,0.94,2.81,0.6,0.591993652,1.04838574,0.360089691,0.735989258,0.567476807,0.264506104,0.446661835,0.491018433,0.527284058
35.25,53.3,7.3,18.5,56.03,11.93,42.0759141,70.5516172,25.7532539,51.8567148,38.0967656,18.5490293,29.9564121,33.0018828,36.5864805
116.02,172.2,24.83,60.52,182.84,41.04,320.798719,416.593313,177.053844,383.182031,231.331688,132.491078,187.405484,212.255766,262.967844
185.87,280.91,42.84,100.22,300.18,66.36,458.885406,658.891188,268.450719,553.723938,364.280906,194.511813,286.819469,320.192625,383.684563
245.21,368.11,58.56,133.48,389.63,87.5,323.473438,516.301781,197.144313,394.067594,277.895844,140.127313,219.163703,241.501391,275.618406
284.9,431.17,67.9,154.13,409.53,97,294.348656,486.385906,180.716938,361.926719,263.244188,129.319898,207.201578,227.671188,254.431203
291,455.9,67.9,155.2,424.46,97,541.997938,875.3695,332.803219,663.621,476.46225,237.428109,374.977844,409.709156,462.896438
241.32,362.39,57.63,131.67,388.92,86.04,497.299125,815.43225,300.280875,608.35775,445.499625,213.855453,349.958063,381.423656,425.684031
197.34,299.15,47.55,108.78,320.18,70.93,460.411063,778.16175,272.361188,567.826813,424.7815,195.906969,329.205813,363.688969,399.282531
110.85,167.5,23.4,60.89,170.8,34.15,326.657969,593.673563,193.458328,418.098438,301.250906,143.978422,223.995031,275.483688,294.828281
36.44,54.82,6.82,18.13,53.47,11.26,157.714672,318.774844,96.0399688,210.400219,141.502578,67.324125,96.2287891,147.923828,150.7115
4.65,6.85,1.07,2.48,7.36,1.57,7.93138574,33.2087656,6.92445947,15.0131582,9.54887207,3.63653174,7.69214209,14.1077617,11.0085537
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.37,3.5,0.58,1.38,3.75,0.78,0.264522919,0.475141754,0.063760506,0.329696136,0.217876328,0.118850716,0.202885376,0.141569565,0.236660355
69.43,105.48,13.3,36.86,111.11,24.63,29.6056855,50.2177891,18.1022109,36.5739688,27.2014707,13.0554717,21.3608887,23.4769141,25.8280352
35.87,52.95,8.21,19.14,56.85,12.1,122.691789,199.859781,74.7252344,150.238672,108.126617,53.6263594,85.5738203,94.1724141,106.080203
243.71,369.38,56.77,132.05,388.94,87.7,279.103938,433.171,168.308891,340.494844,235.176344,120.700875,185.750859,205.69525,237.459688
251.6,377.79,60.11,136.99,392.21,89.83,86.3427813,145.038219,52.5642578,106.134586,78.7162656,38.0915938,61.9789102,67.8371563,74.8846406
259.64,389.79,62,141.44,397.99,92.59,241.960594,401.140344,148.27025,296.787188,217.75675,105.936758,171.378547,188.272766,209.544703
291,455.9,67.9,155.2,425.62,97,120.989445,203.346734,74.0498203,148.865688,110.030453,53.361,86.9138672,95.0409063,105.144992
246.44,370.22,58.89,134.52,392.78,87.94,222.913031,373.333125,136.224844,273.668031,202.666688,97.3829844,159.474109,174.853297,193.417609
255.49,388.45,61.88,141.34,396.45,92.57,78.5351797,132.866031,47.9584492,96.7329297,71.9537031,34.7123125,56.5764336,61.99,68.5712656
180.85,276.08,37.49,100.57,280.14,56.8,59.6561055,100.629914,36.2815195,73.4722344,54.2741602,26.2587441,42.8766211,46.9457852,51.8411953
90.19,136.74,12.21,40.66,120.8,24.47,37.7259961,63.572832,23.0558535,46.4655742,34.3600742,16.6742266,27.1446426,29.7158145,32.9230391
5.51,7.93,1.2,3.19,8.55,1.76,3.414755615,5.38965283,2.071441162,4.16432471,2.87220313,1.46416162,2.26116064,2.543710205,2.925943115
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.03,5.94,0.93,2.16,6.39,1.35,3.39392725,4.52556396,2.039360962,4.040310791,2.377403076,1.381627075,1.87415234,2.196078369,2.79081689
70.92,107.97,13.76,37.74,114.1,25,155.635031,145.041016,76.49775,180.343172,81.4010547,58.8978086,70.7365,85.5228047,120.699984
167.66,251.3,36.25,87.52,266.43,59.92,333.600938,411.742156,184.122891,397.516563,230.759328,137.113422,188.598922,214.461594,271.684406
243.67,369.98,56.76,132.03,388.94,87.72,488.453688,688.032875,282.216563,585.434188,380.766219,205.678266,299.713563,334.714156,404.542469
288.4,440.96,67.9,155.2,409.85,97,561.996688,857.606688,339.484188,681.823625,460.205563,241.497797,364.349,403.163781,473.330969
248.3,372.58,59.24,135.17,393.28,88.42,601.195938,943.594375,370.949531,728.359875,510.627531,259.6665,404.287375,442.924594,509.934125
291,455.9,67.9,155.2,425.23,97,438.488375,717.515625,269.212531,536.859813,387.957625,192.852438,305.877656,335.765969,376.148063
290.22,448.5,67.9,155.2,415.72,97,552.682938,909.015688,336.917625,678.790625,496.342969,238.252594,392.692875,426.646375,475.320969
194.54,294.87,46.86,107.22,315.59,69.9,503.891938,847.0635,297.225063,619.114313,462.5775,212.948031,357.567594,395.362125,433.563125
179.07,273.33,37.14,99.96,276.97,56.23,353.398375,641.633625,209.367453,452.655156,327.576375,155.285328,243.507953,298.247469,318.443094
47.79,72.46,7.74,22.91,67.12,13.91,171.197156,349.18975,104.64057,229.389141,155.766969,72.5353672,106.789367,161.516797,164.446969
5.69,8.36,1.29,3.07,8.99,1.89,10.0364072,41.7758945,8.73035254,18.8449238,11.2608652,4.53025781,9.23712988,17.4858652,13.9678828
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.81,5.62,0.88,2.04,6.04,1.28,4.74469287,6.38923486,2.862012939,5.65887598,3.352740967,1.938046753,2.64193335,3.08458667,3.89531055
65.71,99.34,12.69,34.38,104.83,22.87,160.466484,154.190719,80.0090469,186.980453,86.0120078,61.077918,74.7505313,89.5925078,125.41957
159.92,240,34.55,83.5,256.13,57.1,339.435188,420.578,188.719813,405.225813,236.796,139.673609,192.364453,219.517781,275.977219
237.81,361.45,55.37,128.85,384.32,85.56,480.571813,688.153813,280.144156,579.236813,378.435844,203.591188,297.107344,332.118125,398.629406
287.83,438.71,67.9,155.2,409.14,97,529.186,814.323313,319.632531,640.905,439.005188,227.419156,347.467281,382.787156,445.863063
291,455.9,67.9,155.2,422.58,97,424.7985,681.822938,260.956109,516.624344,369.007625,184.578172,291.580563,319.880781,362.695969
291,455.9,67.9,155.2,424.15,97,409.832438,672.006,251.468156,502.578969,365.165813,179.973953,285.685219,313.75425,352.372
290.08,447.95,67.9,155.2,415.53,97,211.824094,355.892,129.296867,260.915531,193.345047,93.4485469,151.921125,166.449391,183.655656
251.7,382.56,60.93,139.2,394.84,91.13,271.554531,458.481438,164.191406,335.393219,249.654594,119.324617,195.515453,214.007172,236.020047
177.42,271.44,36.94,99.43,277.73,55.93,269.986188,477.418344,161.101094,338.901688,249.134453,119.277055,191.415672,222.037969,240.242547
88.98,135.45,11.47,41.31,118.7,24.14,161.880766,312.552969,98.8966484,210.279969,147.767531,68.8311094,108.470172,145.155219,150.507938
5.94,8.66,1.3,3.43,9.4,1.91,13.4785947,41.6075703,9.93747656,21.1897949,15.0427598,6.29456055,12.3337373,17.9459629,15.6743623
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.74,5.51,0.91,2.15,5.94,1.23,5.62712305,7.32148389,3.345917725,6.6911416,3.82628833,2.2867085,3.02102246,3.563279053,4.59638232
75.38,113.8,14.79,39.47,120.88,26.25,162.802734,157.903484,82.9520938,190.024922,88.1353438,62.2172227,76.5412891,91.7631484,127.692789
174.21,261.47,37.65,90.95,280.76,62.2,329.83125,414.075031,184.329906,393.267688,233.356781,135.97775,189.242516,214.630781,269.208563
252.22,383.54,58.74,136.65,392.37,90.78,479.956969,686.036375,280.731938,579.141125,376.999781,203.536547,298.538969,332.49475,399.109719
276.58,415.75,66.21,150.77,402.37,97,560.354688,856.525625,339.8665,679.82475,462.617094,240.746063,365.837,402.880125,470.822469
241.95,362.69,57.63,131.59,389.13,85.96,593.010625,933.542125,365.941313,719.776813,505.77225,256.490188,398.777031,437.635125,501.789406
230.92,346.05,54.96,125.62,373.28,81.93,624.516313,1001.90469,384.239281,760.879438,545.243625,273.089844,430.723344,468.606531,529.789125
219.88,329.63,52.35,119.74,355.59,78.04,557.616,916.693563,338.324031,682.042625,499.045375,240.295797,394.258094,428.970063,476.811688
261.97,398.31,63.43,144.92,399.18,94.92,503.865813,849.3705,298.356625,619.738438,462.003813,215.205484,359.915281,395.540563,435.093063
186.98,286.13,39.27,104.81,294.54,58.98,69.5437734,117.360094,42.4266914,85.6255469,63.6543008,30.5642773,50.0349766,54.7001914,60.4141797
90.39,137.87,11.45,42.3,120.97,24.19,178.898813,340.665938,109.381133,230.441344,164.447578,76.8324297,121.989461,158.609719,164.539297
6,8.75,1.29,3.53,9.47,1.89,16.0425088,46.0536211,11.4389863,24.2725254,16.8981328,7.29085107,13.9237188,19.8634688,17.7625762
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.9,5.66,0.96,2.32,6.13,1.24,7.25372656,9.23860059,4.36580566,8.61591406,4.8284082,2.95277393,3.807054443,4.51593945,5.93350098
82.39,123.73,16.24,43.02,131.86,28.64,167.158359,170.526859,87.2886563,196.4545,94.2018828,64.521918,80.9880781,96.1557734,132.032359
183.51,275.58,39.71,96.21,295.28,65.64,333.216844,420.239875,185.228594,398.078375,236.184984,137.115469,191.942813,217.852125,271.414406
261.45,398,60.89,141.67,396.07,94.12,456.721594,660.456875,266.804781,549.537875,362.762438,193.587344,286.538281,318.625531,379.094469
291,455.59,67.9,155.2,418.25,97,601.106,916.003625,362.822125,725.743688,495.452813,257.365828,390.763594,430.743563,504.831719
291,455.9,67.9,155.2,431.5,97,652.572,1027.48288,401.964125,794.60725,557.069188,283.212,438.820031,481.961031,553.382375
291,455.9,67.9,155.2,431.62,97,314.228156,514.391625,192.601172,384.385688,278.998281,137.473953,220.535,241.061969,270.202125
291,455.62,67.9,155.2,421.91,97,99.4865625,167.639609,60.8557109,122.535555,90.812,43.8923359,71.4414141,78.3204922,86.5494922
231.18,351.16,55.9,127.75,376.16,83.56,98.0835469,165.488422,59.7916758,120.803781,89.5781719,43.2702031,70.6317813,77.1377266,85.3578438
188.73,288.76,39.64,105.77,298.02,59.52,343.858563,613.7165,205.176016,434.6845,318.71125,151.129313,244.403328,285.36025,306.620219
70.61,107.02,9.59,33.58,95.69,19.03,123.293641,228.977344,75.6056719,157.109766,114.955602,54.0584609,86.8672344,106.148219,112.181703
6.38,9.38,1.45,3.43,10.08,2.12,13.366707,34.2211641,8.95854004,18.9338906,14.730998,6.17455908,11.9047695,15.0781348,13.8980127
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.99,2.94,0.46,1.06,3.16,0.67,9.6588418,13.8079063,5.87466943,11.6464775,7.32177051,4.0545271,5.76423828,6.600125,8.09966748
47.34,71.39,9.59,25.23,76.16,15.94,102.187516,144.268953,60.2992891,123.181836,78.5531719,42.790082,62.787,70.8214922,84.9682422
114.05,171.25,24.5,59.64,183.15,40.32,224.601453,331.812125,132.577281,271.522125,181.342891,95.47275,144.246563,160.817234,189.7675
201.96,306.8,46.85,109.2,327.67,72.3,395.04425,592.729938,234.626516,478.969938,323.831594,169.409625,255.893047,283.666344,332.82825
291,453.52,67.9,155.2,415.55,97,387.183906,615.529313,233.719688,471.671531,332.07975,168.475984,261.190469,288.961,330.547813
291,455.9,67.9,155.2,428.75,97,162.345906,270.829406,98.9543047,199.11475,146.898672,71.2152578,115.681758,126.820875,140.489953
291,455.9,67.9,155.2,429.42,97,108.12757,182.225672,66.1784375,132.840156,98.6088828,47.6802734,77.3559375,84.9638906,93.9791641
273.66,411.64,65.54,149.6,404.36,97,412.64775,684.732063,252.092141,506.130031,372.849406,179.642672,293.643344,319.764813,355.350219
261.44,397.38,63.3,144.59,398.92,94.69,149.964109,253.754625,91.5142422,184.566063,137.001969,66.2427891,108.319203,118.579859,130.651836
188.05,287.64,39.49,105.41,296.94,59.33,219.379391,381.566125,132.649781,272.953125,202.679625,96.4396875,158.637844,177.777688,193.316906
73.98,112.16,9.88,35.79,99.53,20.42,69.2377422,117.947398,42.3591328,85.5430391,64.1061094,30.6646484,50.3589258,55.1335703,60.4313008
5.98,8.74,1.26,3.55,9.55,1.94,8.2410918,13.4734746,5.00104443,10.0955381,7.23743359,3.59320068,5.70647217,6.3297666,7.1208623
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.31,6.25,1.06,2.57,6.79,1.37,10.9157773,13.330583,6.6840708,12.9969521,6.88186279,4.44454541,5.43274072,6.54418506,8.93706445
40.11,60.7,8.37,21.56,64.73,13.52,173.093781,174.335688,91.0075234,202.799703,96.7305156,66.4951719,83.7039688,99.3949141,136.12425
131.49,197.3,28.28,68.29,211.14,46.64,356.972781,446.948781,198.703094,426.484375,252.742906,147.298234,205.921641,232.265188,291.210188
252.7,384.58,58.84,136.9,392.57,90.92,509.103875,729.438375,296.776156,613.816063,399.465969,215.055109,316.431438,351.464813,423.119438
291,452.97,67.9,155.2,414.82,97,602.000313,922.556,363.502531,729.027813,497.34525,259.344438,393.034406,433.746125,507.080344
291,455.9,67.9,155.2,428.01,97,617.179813,972.131,381.99525,750.7455,527.758625,267.211375,416.653219,456.421969,522.108219
291,455.9,67.9,155.2,428.2,97,669.794313,1076.62963,412.565719,816.116,583.537875,291.920469,460.656063,502.811125,568.201313
291,453.31,67.9,155.2,418.77,97,628.127375,1035.03319,382.501313,767.450313,563.744188,268.524063,446.22775,483.034781,537.874375
256.37,389.69,62.06,141.79,396.79,92.83,524.696813,888.464188,311.24625,647.591813,484.4885,220.812766,377.640813,414.028063,453.30425
182.27,278.8,38.29,102.17,287.86,57.48,367.860938,665.410375,217.749281,466.888313,340.73975,159.354516,257.117531,307.515906,329.39175
92.98,141.59,11.77,44.38,124.75,25.28,180.250594,361.780719,109.792945,237.315141,163.955219,75.1352188,114.154555,167.537438,170.625609
6.94,10.8,1.5,3.98,11.03,2.22,15.482165,57.6756211,12.2939033,26.5844727,14.6358047,6.37867725,12.8124102,23.8113418,19.6362031
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.11,7.48,1.24,2.95,8.07,1.66,16.173916,22.1225039,9.92890918,19.4931738,11.6060088,6.76030518,9.17166895,10.6390264,13.5172207
80.15,120.47,15.49,43.3,130.54,27.61,126.895555,170.110203,73.660875,152.313813,92.5272813,52.2837617,75.0681406,85.4396094,104.900563
135.06,202.24,28.98,70.01,216.89,47.81,316.834531,430.492188,180.98225,381.964063,239.414297,132.755156,192.487625,216.037016,262.309125
173.98,263.64,40.13,93.82,281.47,61.85,262.484,422.761563,158.907938,320.270156,229.612141,114.109508,181.395859,199.712063,225.138484
247.8,371.91,59.16,134.85,390.67,88.37,243.195281,401.792875,148.666359,298.481563,217.952766,106.673219,171.6415,188.3865,210.105531
289.1,443.61,67.9,155.2,413.59,97,375.209625,609.385313,230.497438,458.075656,328.322563,163.654516,260.123375,285.847656,322.661813
262.99,394.84,62.79,143.37,399.45,93.76,257.515359,429.735719,157.979156,316.601281,232.75225,113.032055,183.843016,201.310844,223.806813
161.92,241.77,38.27,87.76,260.49,56.85,387.485281,643.609688,236.259344,474.454281,349.901281,168.963281,276.227438,301.574844,334.465063
145.77,220.24,34.87,80.01,235.29,51.81,413.026719,697.580188,247.535094,507.567406,380.441656,177.795172,297.259969,325.783531,356.689375
104.5,157.75,22.19,57.67,164.23,32.4,143.5755,243.973375,87.4865,177.134531,132.190844,63.3993203,103.745875,113.915852,125.480203
61.1,92.13,8.83,29.81,83.81,17.5,121.716109,222.690453,74.5447656,153.698609,113.740398,53.4149766,86.7597188,103.413211,109.904344
9.62,14.09,1.64,4.08,13.14,2.41,14.1521563,33.091957,9.31769629,19.4403086,14.1619873,6.33835254,11.5231416,14.6246797,14.1013604
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.32,7.78,1.31,3.14,8.89,1.72,14.6652471,17.4404141,8.96000195,17.413127,8.94949805,5.9154292,7.01891504,8.53215723,11.9418857
82.38,123.54,16.04,44.44,134.35,28.39,181.788578,195.291313,98.43525,214.014641,106.929758,70.3977344,91.4836641,107.236633,143.656766
181.15,271.36,40.36,94.04,291.36,64.56,357.904625,454.088344,199.191844,428.072719,257.293391,148.096984,208.23325,235.345906,292.665594
259.76,395.5,60.51,140.78,396.39,93.51,478.173313,694.83775,280.487313,577.5465,381.45275,203.607625,300.83125,334.044344,397.767969
291,454.85,67.9,155.2,418.47,97,599.9145,916.997188,360.274031,723.828,494.687719,257.390797,390.005344,430.418313,502.491031
291,455.9,67.9,155.2,431.01,97,655.796188,1033.51906,405.247063,799.502125,561.98375,285.273094,442.214281,485.124656,557.258938
291,455.9,67.9,155.2,431.14,97,654.827563,1052.618,401.480344,797.297563,570.048688,286.190656,452.504469,492.394656,555.935563
291,455.1,67.9,155.2,421.17,97,626.205125,1037.03138,382.535906,769.031625,564.363313,268.658875,445.004844,482.535406,539.18025
261.99,398.18,63.41,144.88,399.09,94.85,512.315125,868.939,304.857281,630.799813,472.284031,216.320344,369.982531,402.981313,442.0315
186.88,285.85,38.68,104.76,294.73,58.93,372.560438,674.042,221.806594,472.900938,346.353031,161.578531,261.033078,313.435781,333.628844
95.72,146.04,12.04,46.03,130.09,25.78,188.223047,382.783406,115.152844,249.055016,173.424656,78.8520469,120.584578,176.760469,179.812719
14.28,20.45,1.56,6.41,18.41,2.29,16.3429883,61.4660391,13.1333232,28.3942578,14.5650498,6.7052627,12.3595166,25.2187891,20.9542539
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
