University Library (OV),Redwood Hall (RE),University Student Union (USU),Campus Store Complex (CSC),Jacaranda Hall (JD),Sierra Hall (SH),Parking Lot B1 (PL:B1),Parking Lot and Structure B3 (PLPS:B3),Parking Lot B4 (PL:B4),Parking Lot and Structure B5 (PLPS:B5),Parking Lot B6 (PL:B6),Parking Lots C6 and D6 (PL:C6D6),Parking Lot F5 (PL:F5),Parking Structure G3 (PS:G3),Parking Structure G6 (PS:G6)
253.86,377.56,60.14,137.38,399.23,89.93,618.14925,1086.523,373.079625,761.845125,594.661813,273.075938,470.897594,501.661719,540.094875
187.69,278.84,43.13,102.84,304.12,62.38,479.403219,878.848188,282.340063,597.411563,470.015031,207.745859,368.628469,403.5785,423.295844
106.91,157.08,19.65,57.48,164.83,33.97,319.396875,631.695563,191.015641,411.700031,322.246438,145.455422,260.008828,289.824219,294.695625
29.78,42.99,4.11,14.89,43.61,8.98,152.53325,332.660938,91.5426641,200.357516,153.938609,65.8034063,128.712383,152.590016,147.559438
7.34,10.81,1.69,3.92,11.63,2.47,31.8396875,59.6314883,19.5618574,40.0421445,32.5950918,14.6191797,25.6909863,27.5512441,28.674834
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.98,13.23,2.06,4.79,14.23,3.02,11.2095811,19.2154141,6.86540674,13.8848564,10.4304004,4.97118262,8.19131885,8.97442676,9.81944434
13.92,20.5,3.2,7.42,22.05,4.69,47.1705859,79.3685234,28.8527949,58.0000586,42.828668,20.7873398,33.9057305,37.1480703,40.8788359
23.01,33.9,5.29,12.27,36.46,7.75,94.1379453,158.411438,57.6682305,115.9635,85.3003438,41.4517031,67.2293438,73.8228516,81.5382656
36.02,53.1,8.27,19.21,57.13,12.12,181.415922,302.75925,110.312797,222.673781,163.588688,79.6004375,129.101742,141.350844,157.100813
63.3,93.34,14.53,33.66,100.51,21.21,351.696563,577.382188,214.908016,431.318844,311.811156,154.115391,245.351984,269.946,302.656719
104.42,154.09,24.18,55.37,166.56,35.34,696.492625,1152.92913,427.241594,864.369813,624.947625,310.303188,490.287719,534.51825,593.014
272.19,404.05,64.27,146.64,408.01,95.99,696.480813,1193.98025,447.74025,895.494688,646.7415,318.391313,497.488469,547.241125,596.990875
259.63,385.54,61.33,140.01,402.79,91.61,696.485938,1193.9815,446.592031,895.034875,646.740563,318.394125,497.492,547.2375,596.985188
121.88,180.17,28.39,65.35,195.46,41.98,696.491625,1193.71475,433.995719,878.001938,646.740063,317.120656,497.493656,547.238875,596.993125
122.39,180.98,28.52,65.67,194.61,42.18,608.46225,1071.63513,366.986875,753.510375,588.0555,270.5225,463.257563,495.0335,530.324063
185.72,276.03,43.39,101.78,301.02,61.7,482.019313,880.710625,283.216344,601.995938,473.464031,208.890922,370.167625,404.486281,425.863156
105.98,155.7,19.52,56.96,163.35,33.67,304.8995,598.363438,181.842453,390.948219,306.596656,138.933859,246.290953,273.938125,280.526844
29.53,42.63,4.05,14.76,43.23,8.9,150.065766,329.858531,89.9573125,197.264766,151.248625,64.2621719,127.219273,151.042734,145.448234
7.05,10.38,1.62,3.76,11.17,2.37,15.2075146,77.2091484,10.7856836,27.1103984,23.2830352,8.11447119,18.1924238,31.95175,23.5886055
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.052892189,0.084268066,0,0.065007874,0,0.02081357,0.038481186,0,0.047774364
7.96,11.72,1.83,4.25,12.61,2.68,14.8122432,25.1615898,9.04468945,18.2557227,13.6375381,6.55394824,10.7630586,11.801667,12.9563281
41.24,59.49,7.33,18.59,63.59,10.48,38.2747305,64.6470977,23.3577402,47.1089648,35.0033438,16.9099199,27.588752,30.1953145,33.3648555
120.68,179.03,26.38,59.18,195.43,35.02,76.1180391,128.527211,46.6074141,93.9647266,69.4649766,33.6506406,54.8655234,60.0401055,66.3442813
199.74,298.88,45.28,103.83,324.72,62.64,126.668484,213.178328,77.6570547,156.153766,115.373539,55.8859336,91.0110547,99.4940313,110.040773
261.22,387.93,61.26,135.58,401.73,86.82,218.849047,364.929,133.762688,268.41125,198.150813,96.0956875,155.97375,170.939453,189.397031
289.12,443.9,67.9,155.2,421.16,97,321.705094,534.940813,196.405,394.710563,290.61275,141.758609,229.142313,250.124234,278.08325
291,455.42,67.9,155.2,429.14,97,596.069063,987.539875,366.030156,729.34425,535.369313,262.370875,422.459563,461.034719,512.538063
291,454.32,67.9,155.2,427.62,97,696.49275,1192.98038,440.61225,881.565313,646.49325,317.695875,497.492313,547.243188,596.9855
286.07,432.08,67.9,154.47,417.29,97,452.606375,770.77,275.910219,557.256375,420.438688,200.256484,330.681031,358.269219,393.020719
245.67,365.3,58.17,132.91,393.56,86.97,514.887875,899.912438,312.863188,634.450813,490.90375,226.822797,387.97225,416.94875,448.064813
179,265.91,42.42,98.03,289.82,59.45,395.673406,708.122813,236.214781,491.539281,380.988781,172.915281,299.573875,327.137938,347.970281
100.06,147.03,19,53.72,153.98,31.77,318.159219,615.385688,190.215063,405.417156,316.00025,144.225094,254.352656,282.005125,290.221875
32.73,47.98,5.79,16.81,49.3,10.43,149.528984,325.700031,90.3648125,196.531234,151.285203,64.5929219,126.181813,148.537594,144.656891
7.46,10.98,1.71,3.98,11.81,2.51,17.2388438,77.2502188,11.8649785,29.0455,24.7191309,8.91411523,19.9202617,32.4958965,24.604416
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.052754986,0.084097069,0,0.064862762,0,0.020801891,0.038395866,0,0.047688087
9.2,13.54,2.11,4.91,14.57,3.1,24.2088477,40.6094727,14.7595342,29.7268711,21.9786953,10.6340664,17.2948789,18.9804063,21.0571621
40.36,58.38,7.27,18.37,62.3,10.42,91.8857031,152.101219,55.8907227,112.961078,82.2036406,40.3240859,64.6984492,71.2260859,79.5483828
95.81,141.76,21.06,47.38,153.82,29.39,166.970984,274.827656,101.77432,204.655844,149.321859,73.1127969,118.031594,129.324383,144.363531
194.58,291.16,44.11,101.32,316.35,60.13,202.676813,338.072156,123.952523,249.046625,182.686453,89.0867734,143.714344,157.796328,175.574844
254.8,378.34,59.74,132.26,398.94,84.66,156.635719,263.400438,95.5051563,192.709469,142.218547,68.9798672,112.136813,122.553555,136.046781
287.82,438.75,67.9,155.2,419.37,97,120.810141,203.703297,73.8708281,148.970016,110.360523,53.3155234,86.8643281,95.1105781,105.153055
291,454.35,67.9,155.2,427.64,97,282.346938,474.63025,173.138969,347.323781,257.452234,125.147938,202.674797,221.226703,245.357891
291,453.43,67.9,155.2,426.39,97,696.496563,1180.5975,431.275531,861.219625,642.838938,310.951875,497.494031,546.780375,596.993875
284.89,427.39,67.9,153.48,415.64,97,386.774531,655.517063,236.406984,476.498969,357.288875,171.142469,281.286531,305.548375,336.752313
244.71,363.87,57.94,132.39,392.4,86.63,573.46875,1004.3915,347.31825,708.827063,547.246938,253.736234,432.970281,463.935531,499.239906
180.59,268.29,42.8,98.91,292.51,59.99,492.999375,898.273063,288.582969,612.422375,481.817406,212.301594,378.363656,412.563594,436.333281
101.82,149.57,19.03,54.69,156.67,32.33,324.024156,641.817063,194.148281,416.979938,326.779719,147.408219,263.688469,293.170563,298.387281
32.06,46.83,5.33,16.33,47.83,10.05,153.847813,336.174813,92.3638203,201.690156,155.380422,66.4869375,129.425953,153.854969,149.141297
8,11.79,1.84,4.27,12.68,2.69,17.643748,80.2554219,12.2460146,29.9437539,25.2397012,9.14165918,20.396334,33.6536172,25.4725898
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.57,12.62,1.97,4.57,13.58,2.89,47.8526094,62.611793,28.2030215,54.8500898,31.9173457,19.4538887,25.4407656,29.9052676,39.3642578
40.24,58.08,7.19,18.12,62.06,10.24,196.051297,245.252031,109.117086,230.42575,142.566891,81.2765781,119.229297,133.891531,162.271344
119.97,176.35,26.01,58.09,192.46,34.62,364.164469,506.814281,207.077047,440.523031,291.984844,155.274547,234.702625,259.440813,305.536094
196.44,293.88,44.53,102.1,319.3,60.69,493.481625,757.856063,294.436938,600.542,417.400469,213.446906,329.276281,362.050281,417.207719
241.82,358.98,56.66,125.56,389.94,80.32,624.762625,997.440813,372.227938,761.185938,537.346875,272.289031,425.710031,466.395969,531.092125
287.35,436.87,67.9,154.82,418.73,97,696.491375,1183.04275,437.857188,884.835563,640.47175,316.119938,497.494125,545.020875,596.988375
291,453.93,67.9,155.2,427.06,97,696.483313,1193.974,447.738625,895.488438,646.737188,318.394031,497.485438,547.237688,596.983125
291,453.81,67.9,155.2,426.96,97,696.4865,1193.9795,447.737406,895.486625,646.7355,318.392531,497.483563,547.236188,596.9745
286.13,432.39,67.9,154.53,417.47,97,696.491125,1193.9905,435.38075,881.774438,646.738438,317.329188,497.489094,547.241625,596.9925
248.15,369.09,58.78,134.3,395.84,87.92,601.501375,1058.8375,364.883688,744.008938,579.265375,267.259156,457.517594,489.752906,526.71575
183.29,272.3,43.85,100.39,297,60.9,481.155563,877.621813,283.845375,599.083375,470.822,207.268141,371.083125,403.879469,424.067688
103.98,152.72,19.09,55.88,160.29,33.02,317.779906,621.561188,189.771672,406.881875,317.710125,143.807844,256.125125,284.282594,290.776375
29.46,42.59,4.08,14.73,43.14,8.89,145.137375,312.176406,87.4365547,189.427031,146.330516,63.2701563,122.054047,143.419563,139.810063
7.05,10.38,1.62,3.76,11.17,2.37,17.2181055,74.6242813,11.8923662,28.6614316,24.2079707,8.86962695,19.75125,31.4364102,24.1355625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.96,10.25,1.6,3.71,11.03,2.34,47.5577891,63.7550039,28.153166,55.1637891,32.6495078,19.38425,26.071627,30.4439746,39.2873828
38.51,55.49,6.84,17.26,59.35,9.74,196.045875,246.388078,110.030352,230.038375,142.691641,81.3826016,118.932445,133.853328,162.169594
114.96,168.97,24.91,55.42,184.45,32.82,363.572219,503.189438,206.647844,439.19125,291.025375,155.547234,233.056063,258.062172,303.930656
187.47,280.44,42.51,97.43,304.73,57.92,515.83475,785.693625,305.554406,626.224313,434.53075,222.031453,343.113875,376.237719,434.712031
244.17,362.61,57.27,126.74,393.15,81.15,641.448875,1024.20013,382.826406,779.418875,554.311313,278.291781,437.308813,475.983156,543.427563
282.94,420.41,67,148.37,413.38,97,696.490375,1175.46213,435.443,880.119188,636.458375,315.082313,497.496,543.89875,596.849813
289.11,444.03,67.9,155.2,421.38,97,696.479438,1193.98238,446.143406,895.479875,646.7385,318.394719,497.493,547.240188,596.983438
288.74,442.64,67.9,155.2,420.99,97,696.480313,1193.97925,447.737469,895.4865,646.7335,318.39175,497.489563,547.233125,596.977063
276.99,411.85,65.62,149.72,411.12,97,696.49325,1192.49563,430.304344,870.72275,646.740938,314.356906,497.4935,547.239,596.99125
236.53,351.76,56.02,127.99,382.07,83.78,604.42125,1064.89038,365.444625,746.367813,583.960438,268.762719,458.94875,492.312531,528.546688
174.76,259.56,41.8,95.69,283.09,58.06,475.097031,862.631313,280.051063,589.161,464.738219,204.656109,364.015094,397.014031,417.125906
100.01,146.86,18.41,53.74,154.14,31.76,313.152688,615.90275,186.780125,401.864719,314.757313,142.347188,254.013484,281.962719,288.372594
28.6,41.33,3.96,14.3,41.87,8.62,152.170188,332.15675,90.9848984,199.285234,154.149438,65.9261797,127.983742,151.866828,147.291031
6.92,10.19,1.59,3.69,10.96,2.33,16.464207,79.6084141,11.7107402,28.9919941,24.2375156,8.53951563,19.5763594,33.2773164,24.8672012
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,11.93,1.86,4.32,12.83,2.73,46.7207695,61.7151914,27.5927715,53.7390469,31.4446074,18.9289473,24.9855176,29.3453613,38.3429141
37.82,54.66,6.82,17.16,58.36,9.78,194.236078,245.366,109.011094,228.991578,142.267656,80.5347109,118.346469,132.890813,161.112828
110.94,163.04,23.43,53.55,177.9,31.84,349.914063,489.553281,199.86525,423.034875,281.249406,149.80575,225.658281,249.119641,292.419875
183.09,273.87,41.52,95.15,297.59,56.56,512.590563,785.731625,307.51375,625.22175,434.187188,222.591578,341.299938,375.422188,434.132375
239.31,355.32,56.11,124.25,387.1,79.52,621.5235,995.720313,372.796594,759.77275,538.55675,271.730281,425.80075,464.899344,530.617313
278.53,413.8,65.93,146.1,411.37,97,696.49475,1148.46038,425.829938,862.60125,622.464438,310.552969,491.932344,535.002188,592.76225
287.15,436.21,67.9,155.2,418.54,97,696.48375,1193.98375,447.423125,895.32425,646.74,318.393063,497.491219,547.239938,596.985938
286.55,433.87,67.9,154.77,417.8,97,696.485875,1193.98163,447.743594,895.486313,646.735938,318.3955,497.489094,547.241438,596.982625
275.67,409.7,65.27,148.97,410.48,97,696.495938,1190.84738,428.725906,865.250688,646.743125,313.619469,497.494156,547.243125,596.9935
235.17,349.78,55.7,127.26,379.88,83.3,612.030625,1077.91675,369.789531,757.469625,589.508938,271.216813,463.665281,497.489219,534.836938
172.75,256.71,41.3,94.56,279.75,57.38,480.3725,876.495875,282.516438,597.27525,469.409094,206.655328,368.891844,402.23525,424.69375
98.54,144.69,18.3,52.93,151.79,31.28,320.342719,630.785688,190.433188,409.672,321.378844,144.961141,258.391094,287.393969,292.944563
30.16,43.93,4.57,15.26,44.67,9.26,152.568719,336.607094,91.8471641,201.398922,154.758484,65.9912188,129.834969,153.971469,148.475875
7.31,10.76,1.68,3.9,11.58,2.46,16.3417559,80.0194766,11.6953799,29.0007969,23.6824102,8.53388672,19.0725801,33.4105586,25.0354473
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.59,14.13,2.21,5.12,15.2,3.23,45.3038164,63.4087617,26.9315645,52.9751406,32.7337793,18.7037305,26.0073633,30.0248926,37.7725273
39.51,57.84,7.36,18.4,61.61,10.67,194.548359,248.852234,109.488766,228.487766,143.872859,81.2032656,119.445383,133.770297,160.857453
110.85,162.94,23.45,53.63,177.65,32.12,359.027844,498.74225,203.960813,434.990438,287.382531,153.784313,230.88475,255.604406,301.183313
182.79,273.4,41.42,94.54,296.96,56.45,510.122594,777.802375,303.385625,619.608,429.166625,220.1385,339.726656,372.06075,429.417031
239.67,355.85,56.18,124.43,387.49,79.63,628.150375,1003.57888,374.39575,764.0905,543.635875,273.74,429.386125,466.511844,532.69925
278.6,413.86,65.93,146.14,411.33,97,695.79725,1134.82838,420.464281,852.384938,616.6235,305.425719,486.99675,528.744938,590.473563
287.13,436.06,67.9,155.17,418.49,97,696.490063,1193.98925,446.503719,892.16275,646.74275,318.39575,497.492781,547.242313,596.98675
287.58,438.03,67.9,155.2,419.36,97,696.485438,1193.9815,447.741969,895.49275,646.734,318.393219,497.482063,547.238938,596.98475
273.71,406.95,64.83,147.93,409.65,96.99,696.19175,1188.7245,424.133781,859.150813,646.743,312.583875,497.4895,546.921438,596.994938
231.81,344.66,54.88,125.39,374.21,82.03,610.169625,1072.13463,368.904844,753.479063,587.919563,269.540781,463.432281,495.739594,532.748813
171.01,254.16,40.87,93.62,276.88,56.8,474.240781,864.027125,279.174438,590.2135,464.072813,204.777781,365.37975,397.567656,418.454688
98.28,144.34,18.45,53.55,151.18,31.2,318.18325,627.501813,189.657563,407.987469,319.902688,143.639,257.137953,287.059844,292.19975
31.12,45.38,4.97,15.8,46.23,9.67,153.294891,339.371781,92.0113203,202.497328,156.431266,66.2128906,130.567148,155.150656,149.715297
7.87,11.59,1.81,4.2,12.46,2.65,16.5323691,80.8877266,11.7731826,29.3323418,23.9074141,8.56215332,19.1268574,33.7560156,25.3113105
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,13.25,2.07,4.8,14.25,3.03,46.1450391,60.9565117,27.3040352,53.1856797,31.0919844,18.7128379,24.6271367,29.0848965,38.0522266
38.81,56.17,7.04,17.67,59.93,10.1,192.980656,242.352531,107.839734,225.721906,140.216641,79.8306484,117.676945,131.718781,159.909031
114.32,168.04,24.15,55.21,183.3,32.92,361.191938,498.437125,203.556109,435.116656,287.872938,153.706,230.900234,255.872172,300.971031
190.11,284.42,43.1,98.34,309.01,58.74,507.414125,771.945063,300.94825,616.41525,427.784125,219.805328,338.136188,370.395563,429.272313
248.89,369.56,58.36,129.2,396.43,82.7,634.18575,1014.0815,377.683594,769.469125,547.475688,275.278375,430.670406,470.63275,538.470688
284.08,423.32,67.44,149.49,414.07,97,679.281813,1107.86575,409.670375,831.110375,597.6595,298.290563,472.864531,515.528188,582.27525
289.82,446.76,67.9,155.2,422.16,97,696.4905,1193.986,445.582594,895.1605,646.740313,318.395563,497.488594,547.241563,596.989313
289.64,446.11,67.9,155.2,422.03,97,696.492813,1191.45975,441.203219,877.065875,646.743813,317.485188,497.490063,547.2425,596.993
283.85,422.66,67.33,152.61,414.22,97,686.067813,1177.11088,419.323156,846.598625,643.451938,307.174656,497.494125,545.183313,594.623875
243.18,361.56,57.59,131.56,390.63,86.13,600.984188,1053.10513,363.710844,742.209563,578.156563,266.333938,455.602281,486.960406,523.493719
181.48,269.73,43.42,99.41,294.05,60.29,475.577688,870.276313,280.66625,594.548063,467.515344,205.872641,367.0605,400.48125,421.149594
104.67,153.74,19.31,57.15,161.3,33.24,315.133063,622.653938,188.945609,406.208813,318.706125,143.261828,254.999969,284.363375,289.680875
30.53,43.9,4.15,15.17,44.49,9.15,155.293094,340.251406,93.2447656,204.605828,157.399313,67.0035313,131.589547,156.078203,150.154922
7.29,10.74,1.68,3.89,11.55,2.46,17.7297441,83.4946797,12.5881777,30.8984512,25.7800391,9.18415918,20.6922871,35.0361016,26.3436934
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.1,11.93,1.86,4.32,12.84,2.73,44.3193555,59.5341758,26.3533184,51.3313477,30.3638926,18.1310957,24.0347578,28.2327891,36.618625
38.92,56.12,6.94,17.5,60,9.89,187.974969,238.109797,105.510836,220.382938,137.554297,78.13075,114.033172,128.312828,155.4545
118.39,174.02,24.98,57.08,189.91,33.9,360.877125,501.841563,204.702922,436.112625,288.630719,154.243203,232.347281,256.487375,302.175625
195.25,292.11,44.25,101,317.34,60.32,499.609563,759.325688,296.468438,604.495375,419.9465,215.352656,332.355969,364.473656,421.140656
256.88,381.47,60.24,133.33,399.88,85.37,628.683313,1008.89638,375.356875,766.763438,545.410438,274.400188,427.558281,468.00175,534.21925
287.44,437.24,67.9,154.9,418.83,97,676.792313,1102.82275,408.0685,827.369625,598.626938,297.364969,471.375094,513.670313,577.603
291,454.14,67.9,155.2,427.34,97,696.486313,1193.984,446.35475,895.486875,646.73725,318.396656,497.487688,547.24125,596.984875
291,453.51,67.9,155.2,426.58,97,696.485375,1193.9805,447.742094,895.489625,646.73475,318.391406,497.480906,547.237125,596.987625
286.15,432.45,67.9,154.54,417.47,97,696.4955,1190.15125,428.038125,864.114688,646.741563,313.523719,497.491,547.202125,596.995313
248.59,369.79,58.88,134.56,396.16,88.09,614.507688,1079.747,371.758313,760.81325,593.951125,273.378438,468.13825,498.861844,537.66775
184.73,274.57,44.2,101.17,299.97,61.37,475.218125,864.926563,278.897,591.48025,463.041875,205.163234,365.880844,397.783313,418.430625
106.28,156.33,19.45,58.08,163.85,33.76,324.428406,640.145563,193.630125,416.388938,326.342781,147.527797,262.268906,293.01025,298.331563
30.29,43.56,3.91,14.97,44,9,156.068797,343.135031,93.7406719,205.971109,158.373375,67.3891797,132.066047,157.507172,152.054625
6.77,9.96,1.56,3.61,10.72,2.28,17.6185625,82.9526563,12.5340918,30.7328555,24.9464297,8.87239258,20.0852422,34.9151602,26.4042793
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1,10.45,1.63,3.78,11.24,2.39,44.9140508,59.5306172,26.6205273,51.7388906,30.3544082,18.2383613,24.0459004,28.2677734,36.9818945
39.22,56.49,6.95,17.55,60.43,9.91,192.834219,242.393594,107.97707,225.526141,140.415219,80.0117734,117.259805,131.385641,159.308141
120.4,176.98,25.41,58.06,193.13,34.49,361.018063,499.698969,204.389719,435.986031,286.925719,154.132203,231.144547,256.478859,301.561094
198.1,296.41,44.91,102.33,322.06,61.22,514.378969,779.5215,303.511,624.401625,431.463969,221.900266,340.649219,373.873594,433.363125
259.21,384.96,60.8,134.54,400.9,86.15,639.0905,1022.29831,381.720875,777.952063,552.519063,277.25,435.374531,474.751063,541.787625
288.51,441.47,67.9,155.2,420.32,97,683.128313,1111.029,413.018906,831.274813,601.229563,297.614094,475.263,517.660219,581.208813
291,454.77,67.9,155.2,428.28,97,696.4875,1193.98013,447.041781,895.453813,646.740875,318.395219,497.489094,547.24025,596.9795
291,453.42,67.9,155.2,426.32,97,696.4905,1193.52875,444.849969,886.7115,646.743438,318.152125,497.488563,547.242313,596.990313
286.14,432.39,67.9,154.53,417.45,97,691.869375,1185.38713,422.862656,853.562813,646.126438,309.479875,497.493844,546.404688,596.997813
247.79,368.51,58.69,134.1,395.47,87.77,596.805375,1045.31525,358.909469,738.151438,573.5485,263.445156,453.371375,484.575031,519.788563
182.91,271.89,43.76,100.18,296.98,60.77,467.159719,848.183125,275.459844,580.082125,456.481188,201.766406,359.255031,390.236375,410.720531
104.38,153.54,19.29,56.97,160.83,33.15,307.817,601.745938,183.557953,393.282781,308.701563,139.459688,247.122953,274.977938,281.70175
31.74,46.06,4.5,15.89,46.58,9.61,147.065469,317.862781,88.0994688,193.201047,149.025156,63.9358555,123.573813,145.363484,141.662938
7.54,11.11,1.73,4.02,11.95,2.54,18.0231035,77.8204297,12.5382119,30.1331113,25.3481875,9.22018555,20.648459,33.0819102,25.4740859
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.052804817,0.08412484,0,0.064910973,0,0.020784481,0.038425076,0,0.04770956
9.12,13.43,2.1,4.87,14.45,3.07,43.8033672,61.4507148,26.1608008,51.4326875,31.7647676,18.143127,25.1358633,28.9576406,36.5242578
37,54.18,7.54,17.91,57.65,10.64,190.170109,243.265266,106.584703,223.452922,140.470984,79.2323359,116.676844,130.842273,157.915391
112.7,165.68,23.84,54.54,180.57,32.76,359.657594,499.648,204.348,435.310813,287.000594,154.497125,231.144766,255.319656,301.536063
